,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
9561,"Ask Again, Yes",3.95,175188,15399,2.0,English,390 pages,Hardcover,Published May 28th 2019 by Scribner,Fiction,Mary Beth Keane
9562,Book Lovers,4.23,547656,68309,1.0,English,377 pages,Hardcover,Published May 3rd 2022 by Berkley,Romance,Emily Henry
9563,Stories of Your Life and Others,4.26,89385,10681,13.0,English,281 pages,ebook,Published October 26th 2010 by Small Beer Press (first published July 5th 2002),Short Stories,Ted Chiang
9564,Nothing to See Here,3.96,150749,19597,2.0,English,288 pages,ebook,Published October 29th 2019 by Ecco,Fiction,Kevin Wilson
9565,The Golem and the Jinni,4.12,116954,14717,8.0,English,486 pages,Hardcover,Published April 23rd 2013 by Harper,Fantasy,Helene Wecker
9566,The Paris Wife,3.82,287948,22067,3.0,English,314 pages,Hardcover,Published February 27th 2011 by Ballantine Books,Historical,Paula McLain
9567,Something Wicked This Way Comes,3.92,120412,9153,,English,293 pages,Mass Market Paperback,Published March 1st 1998 by Harper Voyager (first published September 17th 1962),Horror,Ray Bradbury
9568,The Thursday Murder Club,3.93,293469,31601,3.0,English,382 pages,Kindle Edition,Published September 3rd 2020 by Penguin,Mystery,Richard Osman
9569,The Lies of Locke Lamora,4.30,268659,18426,6.0,English,752 pages,Kindle Edition,Published June 27th 2006 by Spectra (first published June 1st 2006),Fantasy,Scott Lynch
9570,The BFG,4.22,450042,11680,5.0,English,199 pages,Paperback,Published 2001 by Puffin Books (first published November 1st 1982),Fantasy,Roald Dahl
9571,Journey to the Center of the Earth,3.86,182558,7361,,English,240 pages,Paperback,Published April 25th 2006 by Bantam (first published November 25th 1864),Classics,Jules Verne
9572,Britt-Marie Was Here,4.09,138138,16010,1.0,English,324 pages,Hardcover,Published May 3rd 2016 by Atria Books (first published October 3rd 2014),Fiction,Fredrik Backman
9573,World Without End,4.29,232119,12623,,English,1014 pages,Hardcover,Published October 4th 2007 by Dutton,Historical,Ken Follett
9574,Othello,3.90,363417,8684,,English,314 pages,Mass Market Paperback,Published January 1st 2004 by Simon & Schuster (first published 1603),Classics,William Shakespeare
9575,A Little Princess,4.21,294424,9032,,English,242 pages,Paperback,Published February 26th 2002 by Penguin Books (first published 1905),Classics,Frances Hodgson Burnett
9576,Orlando,3.87,78858,6015,,English,336 pages,Paperback,Published September 28th 2000 by Modern Classics (first published October 11th 1928),Classics,Virginia Woolf
9577,Prodigal Summer,4.02,106210,6913,,English,444 pages,Paperback,Published October 16th 2001 by Harper Perennial (first published October 17th 2000),Fiction,Barbara Kingsolver
9578,The Kiss Quotient,3.93,357744,40361,2.0,English,323 pages,Kindle Edition,Published June 5th 2018 by Berkley,Romance,Helen Hoang
9579,The Mists of Avalon,4.13,201363,7254,1.0,English,1009 pages,Kindle Edition,Published July 15th 2001 by Ballantine Books (first published December 1982),Fantasy,Marion Zimmer Bradley
9580,After You,3.74,350348,25356,3.0,English,352 pages,Paperback,Published July 19th 2016 by Penguin Books (first published September 23rd 2015),Romance,Jojo Moyes
9581,Timeline,3.86,199844,5336,,English,489 pages,Mass Market Paperback,Published June 2000 by Arrow Books (first published November 16th 1999),Science Fiction,Michael Crichton
9582,Different Seasons,4.35,194575,5684,1.0,English,560 pages,Mass Market Paperback,Published February 16th 1995 by Warner Books (first published 1982),Horror,Stephen King
9583,The Woman in White,4.00,145904,8941,1.0,English,672 pages,Paperback,Published February 27th 2003 by Penguin Classics (first published November 26th 1859),Classics,Wilkie Collins
9584,Sea of Tranquility,4.15,115916,14829,1.0,English,255 pages,Hardcover,Published May 5th 2022 by Knopf (first published April 5th 2022),Fiction,Emily St. John Mandel
9585,Hyperion,4.25,225128,10740,10.0,English,500 pages,Mass Market Paperback,Published March 1990 by Bantam Doubleday Dell Publishing Group (first published May 26th 1989),Science Fiction,Dan Simmons
9586,All Systems Red,4.17,164126,19264,8.0,English,144 pages,ebook,Published May 2nd 2017 by Tor.com,Science Fiction,Martha Wells
9587,Where the Wild Things Are,4.23,951002,13236,3.0,English,38 pages,Paperback,Published 2000 by Red Fox (first published April 9th 1963),Childrens,Maurice Sendak
9588,The Nest,3.41,170011,15281,1.0,,432 pages,Paperback,Published March 30th 2021 by HarperCollins Publishers (first published March 22nd 2016),Fiction,Cynthia D'Aprix Sweeney
9589,The Buried Giant,3.55,93096,11754,5.0,English,317 pages,Hardcover,Published March 2015 by Alfred A. Knopf,Fantasy,Kazuo Ishiguro
9590,Anne of Avonlea,4.22,179785,7953,,English,276 pages,Mass Market Paperback,Published September 1992 by Bantam Books (first published January 14th 1909),Classics,L.M. Montgomery
9591,The Dinner,3.22,148621,18391,4.0,English,306 pages,Kindle Edition,Published February 12th 2013 by Hogarth (first published 2009),Fiction,Herman Koch
9592,The Year of the Flood,4.06,118596,8296,5.0,English,431 pages,Hardcover,Published September 22nd 2009 by Doubleday Nan A. Talese,Fiction,Margaret Atwood
9593,Possession,3.89,77527,4920,3.0,English,555 pages,Paperback,Published October 1st 1991 by Vintage (first published 1990),Fiction,A.S. Byatt
9594,Sula,4.00,82904,5680,2.0,English,174 pages,Paperback,Published April 5th 2002 by Plume Books (first published 1973),Fiction,Toni Morrison
9595,Number the Stars,4.18,528113,15458,8.0,English,137 pages,Mass Market Paperback,Published February 9th 1998 by Laurel Leaf (first published April 24th 1989),Historical,Lois Lowry
9596,Nine Stories,4.18,142380,5189,,English,302 pages,Paperback,"Published January 30th 2001 by Little, Brown and Company (first published April 6th 1953)",Short Stories,J.D. Salinger
9597,Trainspotting,4.09,160364,3397,,Scots,431 pages,Paperback,Published July 11th 1994 by Vintage (first published 1993),Fiction,Irvine Welsh
9598,Flowers in the Attic,3.84,193988,10703,1.0,English,389 pages,Paperback,Published 1979 by Pocket Books,Fiction,V.C. Andrews
9599,Attachments,3.88,191599,22036,1.0,English,323 pages,Hardcover,Published April 14th 2011 by Dutton,Romance,Rainbow Rowell
9600,The Giver of Stars,4.28,356949,30428,1.0,English,390 pages,Hardcover,Published October 8th 2019 by Pamela Dorman Books (first published October 3rd 2019),Historical,Jojo Moyes
9601,The Water Dancer,4.07,101241,11073,7.0,English,416 pages,Hardcover,Published September 24th 2019 by One World,Fiction,Ta-Nehisi Coates
9602,Far From the Madding Crowd,3.96,143841,7403,,English,433 pages,Paperback,Published February 27th 2003 by Penguin Books (first published 1874),Classics,Thomas Hardy
9603,The Divine Comedy,4.07,140012,5240,3.0,English,798 pages,Hardcover,Published August 1st 1995 by Everyman's Library (first published 1320),Classics,Dante Alighieri
9604,We Are All Completely Beside Ourselves,3.71,115541,12465,8.0,English,310 pages,Hardcover,Published May 30th 2013 by Plume,Fiction,Karen Joy Fowler
9605,Ninth House,4.04,202351,31183,5.0,English,461 pages,Hardcover,Published October 8th 2019 by Flatiron Books,Fantasy,Leigh Bardugo
9606,Native Son,4.02,95068,4562,1.0,English,504 pages,Paperback,Published August 2nd 2005 by Harper Perennial Modern Classics (first published 1940),Fiction,Richard Wright
9607,"Tinker, Tailor, Soldier, Spy",4.05,87796,4964,1.0,English,381 pages,Paperback,Published June 7th 2011 by Penguin Books (first published April 1974),Fiction,John le Carré
9608,The Bone Clocks,3.84,91768,10838,10.0,English,624 pages,Hardcover,Published September 2nd 2014 by Random House,Fiction,David Mitchell
9609,Death on the Nile,4.12,221573,14699,,English,352 pages,Paperback,Published 1978 by Bantam Books (first published November 1st 1937),Mystery,Agatha Christie
9610,Purple Hibiscus,4.18,103788,8732,5.0,English,336 pages,Paperback,Published April 17th 2012 by Algonquin Books (first published October 30th 2003),Fiction,Chimamanda Ngozi Adichie
9611,Speaker for the Dead,4.09,242923,8507,7.0,English,382 pages,Paperback,Published August 15th 1994 by Tor Books (first published March 1986),Science Fiction,Orson Scott Card
9612,Speaker for the Dead,4.09,242923,8507,7.0,English,382 pages,Paperback,Published August 15th 1994 by Tor Books (first published March 1986),Science Fiction,Orson Scott Card
9613,The Orphan Master's Son,4.06,97115,10640,8.0,English,443 pages,Hardcover,Published January 10th 2012 by Random House,Fiction,Adam Johnson
9614,The Alienist,4.06,166613,8155,4.0,English,498 pages,Paperback,Published October 24th 2006 by Random House (first published March 15th 1994),Historical,Caleb Carr
9615,In Five Years,3.81,357770,31365,1.0,English,255 pages,Hardcover,Published March 10th 2020 by Atria Books,Romance,Rebecca Serle
9616,Fantastic Beasts and Where to Find Them,3.97,383338,12030,,English,128 pages,Hardcover,Published June 1st 2001 by Arthur A. Levine Books (first published March 1st 2001),Fantasy,Newt Scamander
9617,About a Boy,3.79,132068,3667,,English,307 pages,Mass Market Paperback,Published 2000 by Penguin Books (first published 1st 1998),Fiction,Nick Hornby
9618,Uprooted,4.05,213885,27058,7.0,English,438 pages,Hardcover,Published May 19th 2015 by Del Rey,Fantasy,Naomi Novik
9619,Throne of Glass,4.19,955153,64442,3.0,English,,Paperback,Published January 2023 by Bloomsbury USA Childrens (first published August 2nd 2012),Fantasy,Sarah J. Maas
9620,Ethan Frome,3.43,119829,6576,,English,99 pages,Paperback,Published 2005 by Penguin Classics (first published 1911),Classics,Edith Wharton
9621,Gravity's Rainbow,4.00,41328,3804,6.0,English,776 pages,Paperback,Published October 31st 2006 by Penguin Books (first published February 28th 1973),Fiction,Thomas Pynchon
9622,Sputnik Sweetheart,3.83,140660,9338,,English,229 pages,Paperback,Published October 3rd 2002 by Vintage (first published April 20th 1999),Fiction,Haruki Murakami
9623,Lady Chatterley's Lover,3.51,114870,6490,,English,376 pages,Hardcover,Published June 12th 1983 by Modern Library (first published 1928),Classics,D.H. Lawrence
9624,Mother Night,4.22,87854,3949,,English,282 pages,Paperback,Published May 11th 1999 by Dial Press (first published 1961),Fiction,Kurt Vonnegut Jr.
9625,Fifty Shades Darker,3.83,850269,30122,,English,532 pages,Paperback,Published September 16th 2011 by The Writer's Coffee Shop Publishing House (first published September 13th 2011),Romance,E.L. James
9626,Naked Lunch,3.46,86367,4298,,English,289 pages,Paperback,Published January 26th 2004 by Grove Press (first published July 1959),Fiction,William S. Burroughs
9627,Fall of Giants,4.31,305776,15440,1.0,English,985 pages,Hardcover,Published September 28th 2010 by Viking,Historical,Ken Follett
9628,The Art of Fielding,3.98,110824,10584,11.0,English,512 pages,Hardcover,"Published September 7th 2011 by Little, Brown and Company",Fiction,Chad Harbach
9629,Bleak House,4.01,104859,5030,,English,1017 pages,Paperback,Published January 6th 2006 by Penguin Books (first published 1853),Classics,Charles Dickens
9630,Let the Great World Spin,3.95,101903,9591,6.0,English,351 pages,Hardcover,Published June 23rd 2009 by Random House (first published June 16th 2009),Fiction,Colum McCann
9631,Into the Water,3.59,356145,27568,1.0,English,386 pages,Hardcover,Published May 2nd 2017 by Riverhead Books,Mystery,Paula Hawkins
9632,The Once and Future King,4.07,105213,4617,1.0,English,639 pages,Mass Market Paperback,Published June 15th 1987 by Ace (first published 1958),Fantasy,T.H. White
9633,This is How You Lose the Time War,3.95,111213,22360,13.0,English,209 pages,Kindle Edition,Published July 16th 2019 by Saga Press,Science Fiction,Amal El-Mohtar
9634,The Ballad of Songbirds and Snakes,3.83,338683,41112,2.0,English,541 pages,Kindle Edition,Published May 19th 2020 by Scholastic Press,Young Adult,Suzanne Collins
9635,The Mothers,3.90,106410,10386,4.0,English,288 pages,Hardcover,Published October 11th 2016 by Riverhead Books,Fiction,Brit Bennett
9636,One of Us Is Lying,3.98,661306,57977,7.0,English,416 pages,Hardcover,Published November 30th 2021 by Delacorte Press (first published May 30th 2017),Mystery,Karen M. McManus
9637,Eldest,4.01,409437,10706,4.0,English,704 pages,Paperback,Published March 13th 2007 by Knopf Books for Young Readers (first published August 23rd 2005),Fantasy,Christopher Paolini
9638,The Tiger's Wife,3.41,97171,11211,10.0,English,338 pages,Hardcover,Published March 8th 2011 by Random House,Fiction,Téa Obreht
9639,The Sweetness at the Bottom of the Pie,3.82,161336,17564,8.0,English,386 pages,Kindle Edition,Published April 28th 2009 by Delacorte Press,Mystery,Alan Bradley
9640,Doctor Sleep,4.12,237931,21932,6.0,English,531 pages,Hardcover,Published September 24th 2013 by Scribner,Horror,Stephen King
9641,The Selection,4.09,1362080,69346,2.0,English,336 pages,Hardcover,Published April 24th 2012 by HarperTeen,Young Adult,Kiera Cass
9642,Uglies,3.85,630185,25336,9.0,English,425 pages,Paperback,Published February 8th 2005 by Simon Pulse,Young Adult,Scott Westerfeld
9643,Empire Falls,3.93,118135,4877,2.0,English,483 pages,Paperback,Published April 12th 2002 by Vintage Books (first published May 8th 2001),Fiction,Richard Russo
9644,Killing Floor,4.07,295356,12800,5.0,English,474 pages,Mass Market Paperback,Published April 25th 2006 by Jove (first published March 17th 1997),Thriller,Lee Child
9645,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,3.78,220179,9944,1.0,English,540 pages,Mass Market Paperback,Published April 25th 2006 by HarperTorch (first published April 1974),Philosophy,Robert M. Pirsig
9646,The Interestings,3.59,114897,11430,1.0,English,468 pages,Hardcover,Published April 9th 2013 by Riverhead Books,Fiction,Meg Wolitzer
9647,The Sign of Four,3.91,141356,6723,,English,129 pages,Paperback,Published July 5th 2001 by Penguin Books (first published February 1st 1890),Classics,Arthur Conan Doyle
9648,Inferno,4.02,166697,6470,2.0,English,490 pages,Paperback,Published December 9th 2003 by Modern Library (first published 1320),Classics,Dante Alighieri
9649,Children of Blood and Bone,4.11,205606,29155,14.0,English,544 pages,Hardcover,Published March 6th 2018 by Henry Holt Company,Fantasy,Tomi Adeyemi
9650,Firefly Lane,4.15,333651,25741,1.0,English,479 pages,Hardcover,Published February 5th 2008 by St. Martin's Press,Fiction,Kristin Hannah
9651,The Vampire Lestat,4.09,190990,4543,2.0,English,481 pages,Paperback,Published August 31st 2004 by Ballantine Books (first published 1985),Horror,Anne Rice
9652,Congo,3.61,166158,2566,1.0,English,442 pages,Paperback,Published October 28th 2003 by Avon Books (first published 1980),Fiction,Michael Crichton
9653,Writers & Lovers,4.05,114985,14568,1.0,English,320 pages,Hardcover,Published 2020 by Grove Press,Fiction,Lily King
9654,Queenie,3.87,126802,12409,4.0,English,330 pages,Hardcover,Published March 19th 2019 by Orion Publishing,Fiction,Candice Carty-Williams
9655,The Maid,3.84,271641,28993,1.0,English,304 pages,Hardcover,Published January 4th 2022 by Ballantine Books,Mystery,Nita Prose
9656,Chronicle of a Death Foretold,3.97,167807,9220,1.0,English,120 pages,Paperback,Published October 7th 2003 by Vintage (first published 1981),Fiction,Gabriel García Márquez
9657,Vanity Fair,3.80,124440,4118,,English,867 pages,Paperback,Published January 30th 2003 by Penguin Books (first published 1847),Classics,William Makepeace Thackeray
9658,The Bonfire of the Vanities,3.88,77355,3303,2.0,English,690 pages,Paperback,Published October 30th 2001 by Dial Press Trade Paperback (first published November 1st 1987),Fiction,Tom Wolfe
9659,The House of Mirth,3.96,92266,5726,,English,351 pages,Paperback,Published January 19th 2006 by Virago (first published October 14th 1905),Classics,Edith Wharton
9660,Mort,4.24,227092,6892,1.0,English,243 pages,Mass Market Paperback,Published February 6th 2001 by Harpertorch (first published 1987),Fantasy,Terry Pratchett
9661,Mr. Mercedes,3.99,284203,18960,3.0,English,437 pages,Hardcover,Published June 2014 by Scribner,Fiction,Stephen King
9662,Fingersmith,4.02,98166,7214,6.0,English,592 pages,ebook,Published October 1st 2002 by Riverhead Books,Historical,Sarah Waters
9663,Still Life,3.90,213992,17534,5.0,English,293 pages,Mass Market Paperback,Published May 1st 2007 by St. Martin's Paperbacks (first published 2005),Mystery,Louise Penny
9664,The Sellout,3.76,65209,7015,6.0,English,289 pages,Hardcover,"Published 2015 by Farrar, Straus and Giroux",Fiction,Paul Beatty
9665,American Pastoral,3.94,74585,5422,5.0,English,432 pages,Paperback,Published March 5th 1998 by Vintage (first published May 12th 1997),Fiction,Philip Roth
9666,Simon vs. the Homo Sapiens Agenda,4.19,400023,36719,9.0,English,303 pages,Hardcover,Published April 7th 2015 by Balzer + Bray,Young Adult,Becky Albertalli
9667,Us Against You,4.36,136943,16032,1.0,English,448 pages,Hardcover,Published June 5th 2018 by Atria Books (first published August 21st 2017),Fiction,Fredrik Backman
9668,The Reptile Room,4.00,211362,8122,,English,192 pages,Paperback,"Published September 30th 1999 by Scholastic, Inc. (first published August 26th 1999)",Fiction,Lemony Snicket
9669,The Sisters Brothers,3.85,93082,9506,13.0,English,328 pages,Hardcover,Published April 26th 2011 by Ecco,Fiction,Patrick deWitt
9670,Veronika Decides to Die,3.72,205876,9998,,English,210 pages,Paperback,Published June 1st 2006 by Harper Perennial (first published 1998),Fiction,Paulo Coelho
9671,Voyager,4.39,289968,12280,,English,870 pages,Paperback,Published August 7th 2001 by Delta (first published December 1st 1993),Historical,Diana Gabaldon
9672,Revolutionary Road,3.92,84614,7258,1.0,English,355 pages,Paperback,Published February 1st 2001 by Methuen (first published December 31st 1961),Fiction,Richard Yates
9673,Paradise Lost,3.83,155262,4929,1.0,English,453 pages,Paperback,Published February 27th 2003 by Penguin Classics (first published 1667),Classics,John Milton
9674,The Yellow Wall-Paper,4.12,155728,9763,,English,64 pages,Paperback,Published September 1st 1996 by The Feminist Press at CUNY (first published January 10th 1892),Classics,Charlotte Perkins Gilman
9675,Tuesdays with Morrie,4.15,935371,34009,,English,210 pages,Paperback,Published 2000 by Warner (first published August 18th 1997),Nonfiction,Mitch Albom
9676,On Beauty,3.76,77637,5419,6.0,English,445 pages,Paperback,Published August 29th 2006 by Penguin Books (first published June 4th 2005),Fiction,Zadie Smith
9677,Housekeeping,3.81,49720,6203,5.0,English,219 pages,Paperback,Published November 1st 2004 by Picador USA (first published March 1st 1980),Fiction,Marilynne Robinson
9678,The Angel's Game,3.98,146842,12568,,English,531 pages,Hardcover,Published June 16th 2009 by Doubleday (first published April 17th 2008),Fiction,Carlos Ruiz Zafón
9679,Red Queen,4.02,869136,60390,6.0,English,388 pages,Hardcover,Published February 10th 2015 by HarperTeen,Fantasy,Victoria Aveyard
9680,The Waste Lands,4.24,207415,6843,,English,422 pages,Hardcover,Published June 23rd 2003 by Viking Adult (first published August 1991),Fantasy,Stephen King
9681,The Pact,4.02,294639,11017,,English,512 pages,Paperback,Published August 29th 2006 by Avon (first published April 22nd 1998),Fiction,Jodi Picoult
9682,All the Bright Places,4.14,494514,45902,10.0,English,378 pages,Hardcover,Published January 6th 2015 by Knopf,Young Adult,Jennifer Niven
9683,Her Body and Other Parties: Stories,3.88,71328,10442,13.0,English,248 pages,Paperback,Published October 3rd 2017 by Graywolf Press,Short Stories,Carmen Maria Machado
9684,How to Stop Time,3.85,132637,13957,1.0,English,325 pages,Paperback,Published June 11th 2019 by Penguin Books (first published July 6th 2017),Fiction,Matt Haig
9685,Survivor,3.93,114130,3972,1.0,,304 pages,Paperback,Published May 1st 2018 by W. W. Norton Company (first published 1999),Fiction,Chuck Palahniuk
9686,One for the Money,4.04,525919,16174,6.0,English,320 pages,Paperback,Published 2006 by Griffin (first published August 26th 1994),Mystery,Janet Evanovich
9687,A Wild Sheep Chase,3.94,113218,6361,1.0,English,353 pages,Paperback,Published April 9th 2002 by Vintage (first published October 13th 1982),Fiction,Haruki Murakami
9688,The Maltese Falcon,3.89,100445,5914,3.0,English,213 pages,Paperback,Published March 1st 2005 by Orion (first published 1930),Mystery,Dashiell Hammett
9689,The Fall,4.04,90615,4683,,English,147 pages,Paperback,Published May 7th 1991 by Vintage (first published May 16th 1956),Fiction,Albert Camus
9690,Sphere,3.82,177610,3962,,English,371 pages,Paperback,Published June 23rd 1997 by Ballantine Books (first published 1987),Science Fiction,Michael Crichton
9691,This Is How It Always Is,4.28,166541,16151,2.0,English,338 pages,Kindle Edition,Published June 2018 by Flatiron Books (first published January 4th 2017),Fiction,Laurie Frankel
9692,Severance,3.92,72001,10074,6.0,English,291 pages,Hardcover,"Published August 14th 2018 by Farrar, Straus and Giroux",Fiction,Ling Ma
9693,Tuck Everlasting,3.89,259546,10928,6.0,English,148 pages,Paperback,Published November 1st 1985 by Farrar Straus Giroux (first published 1975),Fantasy,Natalie Babbitt
9694,Rich People Problems,3.95,154000,10188,2.0,English,398 pages,Hardcover,Published May 23rd 2017 by Doubleday,Fiction,Kevin Kwan
9695,North and South,4.15,160421,9078,,English,521 pages,Paperback,Published January 13th 1994 by Penguin Books (first published 1854),Classics,Elizabeth Gaskell
9696,Her Fearful Symmetry,3.26,92415,12652,2.0,English,406 pages,Hardcover,Published September 29th 2009 by Jonathan Cape Ltd,Fiction,Audrey Niffenegger
9697,The Sisterhood of the Traveling Pants,3.83,679207,8080,12.0,English,294 pages,Hardcover,Published September 11th 2001 by Delacorte Press,Young Adult,Ann Brashares
9698,A Passage to India,3.68,76098,3791,2.0,English,376 pages,Paperback,Published August 30th 2005 by Penguin Books (first published 1924),Classics,E.M. Forster
9699,Cat's Eye,3.94,65087,3989,1.0,English,462 pages,Paperback,Published 1998 by Anchor (first published September 1988),Fiction,Margaret Atwood
9700,I Am the Messenger,4.04,152974,15328,8.0,English,357 pages,Paperback,Published May 9th 2006 by Alfred A. Knopf Borzoi Books (first published January 10th 2002),Young Adult,Markus Zusak
9701,The Runaway Jury,4.01,294106,2518,,English,464 pages,Paperback,Published April 25th 2006 by Delta (first published 1996),Fiction,John Grisham
9702,The Red Badge of Courage,3.28,99814,4102,,English,149 pages,Paperback,"Published 2006 by Clayton, Del. : Prestwick House Literary Touchstone Classics, (first published October 1895)",Classics,Stephen Crane
9703,The Outsider,4.00,258567,22657,4.0,English,561 pages,Hardcover,Published May 22nd 2018 by Scribner,Horror,Stephen King
9704,Nausea,3.93,105955,4616,1.0,English,178 pages,Hardcover,Published 1969 by New Directions (first published 1938),Philosophy,Jean-Paul Sartre
9705,The Institute,4.20,223183,22873,4.0,English,561 pages,Hardcover,Published September 10th 2019 by Scribner,Horror,Stephen King
9706,The Nanny Diaries,3.45,375971,5442,,English,306 pages,Paperback,Published March 18th 2003 by St. Martins Press-3PL (first published March 13th 2002),Fiction,Emma McLaughlin
9707,Tenth of December,3.98,70326,8191,4.0,English,251 pages,Hardcover,Published January 8th 2013 by Random House (first published January 3rd 2013),Short Stories,George Saunders
9708,Black Beauty,3.98,265021,6125,,English,245 pages,Mass Market Paperback,Published March 1st 2003 by Scholastic Paperbacks (first published 1877),Classics,Anna Sewell
9709,Flatland: A Romance of Many Dimensions,3.81,65182,5089,,English,96 pages,Paperback,"Published September 21st 1992 by Dover Publications, Inc. (first published 1884)",Fiction,Edwin A. Abbott
9710,Practical Magic,3.74,113116,10222,,English,286 pages,Paperback,Published August 5th 2003 by Penguin (first published July 1st 1995),Fantasy,Alice Hoffman
9711,The Luminaries,3.73,75801,8834,10.0,English,848 pages,Hardcover,"Published October 15th 2013 by Little, Brown and Company (first published August 24th 2013)",Fiction,Eleanor Catton
9712,The Story of a New Name,4.42,153066,10177,2.0,English,471 pages,Paperback,Published September 3rd 2013 by Europa Editions (first published September 22nd 2012),Fiction,Elena Ferrante
9713,The Little Paris Bookshop,3.51,93626,13133,,English,392 pages,Hardcover,Published June 23rd 2015 by Crown (first published April 26th 2013),Fiction,Nina George
9714,Year of Wonders,4.01,153228,11515,1.0,English,304 pages,Paperback,Published April 28th 2002 by Penguin Books (first published June 5th 2001),Historical,Geraldine Brooks
9715,The Lost Hero,4.32,763988,28038,3.0,English,553 pages,Hardcover,Published October 12th 2010 by Disney-Hyperion Books,Fantasy,Rick Riordan
9716,The Signature of All Things,3.86,109453,12737,4.0,English,501 pages,Hardcover,Published October 1st 2013 by Riverhead Books,Fiction,Elizabeth Gilbert
9717,Pride and Prejudice and Zombies,3.31,135685,13508,2.0,English,320 pages,Paperback,Published May 1st 2009 by Quirk Classics (first published April 1st 2009),Fiction,Seth Grahame-Smith
9718,The Silver Linings Playbook,3.98,155172,12403,1.0,English,291 pages,Paperback,Published 2012 by Sarah Crichton Books (first published 2008),Fiction,Matthew Quick
9719,The Witches,4.17,372615,9534,3.0,English,208 pages,Paperback,Published 1997 by Scholastic Inc. (first published October 27th 1983),Fantasy,Roald Dahl
9720,Post Office,3.95,117205,5131,,English,162 pages,Kindle Edition,Published October 13th 2009 by Ecco (first published 1971),Fiction,Charles Bukowski
9721,Out of the Silent Planet,3.92,86600,5081,1.0,English,160 pages,Paperback,Published December 5th 2005 by HarperCollins (first published 1938),Science Fiction,C.S. Lewis
9722,The Ten Thousand Doors of January,4.05,110892,17921,10.0,English,374 pages,Hardcover,Published September 10th 2019 by Redhook,Fantasy,Alix E. Harrow
9723,The Quiet American,3.97,58197,3884,,English,180 pages,Paperback,Published August 31st 2004 by Penguin Classics Deluxe Editions (first published December 1955),Fiction,Graham Greene
9724,Drive Your Plow Over the Bones of the Dead,3.96,76125,9689,5.0,English,290 pages,Audible Audio,Published August 13th 2019 by Penguin Audio (first published November 25th 2009),Fiction,Olga Tokarczuk
9725,Flight Behavior,3.80,89100,10530,5.0,English,436 pages,Hardcover,Published November 6th 2012 by HarperCollins (first published November 1st 2012),Fiction,Barbara Kingsolver
9726,The Well of Ascension,4.38,384160,22440,,English,763 pages,Hardcover,Published August 21st 2007 by Tor Books,Fantasy,Brandon Sanderson
9727,Foundation and Empire,4.22,188343,4524,1.0,English,244 pages,Hardcover,Published June 1st 2004 by Spectra Books (first published 1952),Science Fiction,Isaac Asimov
9728,Mostly Harmless,3.97,122907,3169,,English,288 pages,Paperback,Published October 19th 1993 by Del Rey (first published October 12th 1992),Science Fiction,Douglas Adams
9729,Chocolat,3.96,121514,4875,3.0,English,306 pages,Paperback,Published November 1st 2000 by Penguin Books (first published March 4th 1999),Fiction,Joanne Harris
9730,Dirk Gently's Holistic Detective Agency,3.97,134684,4134,1.0,English,306 pages,Mass Market Paperback,Published January 1st 2002 by Pocket Books (first published May 15th 1987),Science Fiction,Douglas Adams
9731,A Canticle for Leibowitz,3.98,103400,5712,2.0,English,334 pages,Paperback,Published May 9th 2006 by HarperCollins EOS (first published October 1959),Science Fiction,Walter M. Miller Jr.
9732,The Love Hypothesis,4.24,903310,105778,3.0,English,356 pages,Paperback,Published September 14th 2021 by Berkley Books,Romance,Ali Hazelwood
9733,Go Tell It on the Mountain,4.03,61439,4135,,English,256 pages,Paperback,Published 2001 by Penguin (first published May 18th 1953),Fiction,James Baldwin
9734,City of Ashes,4.13,878323,34117,2.0,English,453 pages,Hardcover,Published March 25th 2008 by Margaret K. McElderry Books,Fantasy,Cassandra Clare
9735,A Woman Is No Man,4.26,125592,13814,3.0,English,339 pages,Hardcover,Published March 5th 2019 by Harper,Fiction,Etaf Rum
9736,"Will Grayson, Will Grayson",3.72,382626,19916,9.0,English,310 pages,Hardcover,Published April 6th 2010 by Dutton Books,Young Adult,John Green
9737,"The Long Way to a Small, Angry Planet",4.17,118762,17949,7.0,English,518 pages,Paperback,Published July 29th 2014 by CreateSpace Independent Publishing Platform,Science Fiction,Becky Chambers
9738,Swann’s Way,4.14,55198,4640,2.0,English,444 pages,Paperback,Published November 30th 2004 by Penguin Classics (first published November 14th 1913),Classics,Marcel Proust
9739,"Everything, Everything",4.00,559052,45965,11.0,English,312 pages,Hardcover,Published September 1st 2015 by Delacorte Books for Young Readers,Young Adult,Nicola Yoon
9740,The Westing Game,4.01,196929,13033,6.0,English,182 pages,Paperback,Published April 12th 2004 by Puffin (first published June 1st 1978),Mystery,Ellen Raskin
9741,Doctor Zhivago,4.01,91988,4017,1.0,English,592 pages,Paperback,Published March 18th 1997 by Pantheon (first published November 1957),Classics,Boris Pasternak
9742,A Connecticut Yankee in King Arthur's Court,3.77,100404,3613,,English,480 pages,Paperback,Published May 1st 2007 by Simon & Schuster (first published 1889),Classics,Mark Twain
9743,Brooklyn,3.69,106097,11601,4.0,English,262 pages,Hardcover,Published May 5th 2009 by Scribner (first published April 29th 2009),Fiction,Colm Tóibín
