,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
14094,Beautiful Boy: A Father's Journey Through His Son's Addiction,4.13,78346,6955,,English,340 pages,Paperback,Published September 4th 2018 by Mariner Books (first published 2007),Nonfiction,David Sheff
14095,We Are Never Meeting in Real Life.,3.91,40368,4737,1.0,English,288 pages,Paperback,Published May 30th 2017 by Vintage,Nonfiction,Samantha Irby
14096,Tender at the Bone: Growing Up at the Table,4.08,36126,2709,,English,282 pages,Paperback,Published March 2nd 1999 by Broadway Books (first published February 17th 1998),Food and Drink,Ruth Reichl
14097,The Sound of Gravel,4.27,44855,5120,1.0,English,336 pages,Hardcover,Published January 5th 2016 by Flatiron Books,Nonfiction,Ruth Wariner
14098,Stay Sexy & Don't Get Murdered: The Definitive How-To Guide,4.09,66404,6052,1.0,English,304 pages,Kindle Edition,Published May 28th 2019 by Forge Books,Nonfiction,Karen Kilgariff
14099,The Woman Warrior,3.73,29627,1933,2.0,English,204 pages,Paperback,Published April 23rd 1989 by Vintage Books USA (first published August 12th 1976),Autobiography,Maxine Hong Kingston
14100,Priestdaddy,3.84,20232,2727,3.0,English,336 pages,Hardcover,Published May 2nd 2017 by Riverhead Books,Autobiography,Patricia Lockwood
14101,Minor Feelings: An Asian American Reckoning,4.24,34060,4139,3.0,,209 pages,Hardcover,Published February 25th 2020 by One World,Nonfiction,Cathy Park Hong
14102,'Tis,3.71,60925,2438,2.0,English,495 pages,Paperback,Published 1999 by Flamingo,Nonfiction,Frank McCourt
14103,,,,,,,,,,,
14104,Save Me the Plums: My Gourmet Memoir,4.10,28044,3536,1.0,English,266 pages,Hardcover,Published April 2nd 2019 by Random House,Autobiography,Ruth Reichl
14105,Autobiography of a Face,3.97,26918,1737,,English,256 pages,Paperback,Published March 18th 2003 by Harper Perennial (first published January 1st 1994),Autobiography,Lucy Grealy
14106,Shoe Dog: A Memoir by the Creator of Nike,4.47,243407,15206,1.0,English,400 pages,Hardcover,Published April 26th 2016 by Scribner (first published April 24th 2016),Business,Phil Knight
14107,Everything I Know About Love,4.11,142341,12663,,,368 pages,Hardcover,Published February 25th 2020 by Harper (first published February 1st 2018),Nonfiction,Dolly Alderton
14108,The Yellow House,3.91,22165,2697,4.0,English,376 pages,Hardcover,Published August 13th 2019 by Grove Press,Autobiography,Sarah M. Broom
14109,My Life on the Road,4.06,33761,3662,,English,276 pages,Hardcover,Published October 27th 2015 by Random House,Nonfiction,Gloria Steinem
14110,The Girl with Seven Names: A North Korean Defector’s Story,4.41,78338,7182,1.0,English,304 pages,Hardcover,Published July 2nd 2015 by William Collins (first published October 14th 2014),Nonfiction,Hyeonseo Lee
14111,Bad Feminist,3.94,105493,10446,2.0,English,320 pages,Paperback,Published August 5th 2014 by Harper Perennial,Nonfiction,Roxane Gay
14112,Taste: My Life through Food,4.24,47625,6426,1.0,English,291 pages,Hardcover,Published October 5th 2021 by Gallery Books,Nonfiction,Stanley Tucci
14113,The Sun Does Shine: How I Found Life and Freedom on Death Row,4.64,48655,7122,3.0,English,272 pages,Hardcover,Published March 27th 2018 by St. Martin's Press,Nonfiction,Anthony Ray Hinton
14114,Reasons to Stay Alive,4.09,84195,9747,1.0,English,256 pages,Paperback,Published February 23rd 2016 by Penguin Books (first published March 5th 2015),Nonfiction,Matt Haig
14115,Broken (In the Best Possible Way),4.05,35491,5247,1.0,English,285 pages,Hardcover,Published April 6th 2021 by Henry Holt and Co.,Nonfiction,Jenny Lawson
14116,Relish: My Life in the Kitchen,3.95,20609,2736,3.0,English,173 pages,Paperback,Published April 2nd 2013 by Macmillan Children's Publishing Group,Sequential Art,Lucy Knisley
14117,"Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",3.76,34561,4019,3.0,English,291 pages,Hardcover,Published March 1st 2011 by Random House (first published 2001),Food and Drink,Gabrielle Hamilton
14118,Stitches: A Memoir,4.06,25766,3268,4.0,English,329 pages,Hardcover,Published September 8th 2009 by W. W. Norton & Company,Sequential Art,David Small
14119,Holidays on Ice,3.90,121203,6489,,English,176 pages,Paperback,Published December 28th 1998 by Little Brown & Co (P) (first published December 1997),Humor,David Sedaris
14120,A House in the Sky,4.25,58754,5167,1.0,English,373 pages,Hardcover,Published September 10th 2013 by Scribner (first published June 25th 2013),Nonfiction,Amanda Lindhout
14121,"84, Charing Cross Road",4.16,72975,11509,,English,106 pages,Paperback,Published October 1st 1990 by Penguin Books (first published 1970),Nonfiction,Helene Hanff
14122,This Boy's Life,3.96,28097,1656,3.0,English,304 pages,Paperback,Published January 20th 2000 by Grove Press (first published 1989),Autobiography,Tobias Wolff
14123,Solutions and Other Problems,4.21,32754,4692,2.0,English,519 pages,Hardcover,Published September 22nd 2020 by Gallery Books,Humor,Allie Brosh
14124,Beautiful Country,4.19,27676,3304,1.0,English,320 pages,Hardcover,Published September 7th 2021 by Doubleday Books,Autobiography,Qian Julie Wang
14125,Mennonite in a Little Black Dress: A Memoir of Going Home,3.18,31397,4583,1.0,English,241 pages,Hardcover,Published October 13th 2009 by Henry Holt and Co.,Autobiography,Rhoda Janzen
14126,A Girl Named Zippy,3.80,36057,4012,,English,283 pages,Paperback,Published September 3rd 2002 by Broadway Books (first published March 20th 2001),Autobiography,Haven Kimmel
14127,Stories I Only Tell My Friends,3.84,73542,6210,1.0,English,320 pages,Hardcover,Published April 26th 2011 by Henry Holt and Co. (first published April 15th 2011),Nonfiction,Rob Lowe
14128,Bird by Bird: Some Instructions on Writing and Life,4.23,93943,9226,,English,237 pages,Paperback,Published October 1st 1995 by Anchor (first published May 5th 1994),Language,Anne Lamott
14129,Open Book,4.12,81942,8124,1.0,English,416 pages,Hardcover,Published February 4th 2020 by Dey Street Books,Nonfiction,Jessica Simpson
14130,Everything Happens for a Reason: And Other Lies I've Loved,3.80,42499,3775,1.0,English,178 pages,Hardcover,Published February 6th 2018 by Random House,Nonfiction,Kate Bowler
14131,West with the Night,4.14,35873,3616,,English,294 pages,Paperback,Published January 1st 1983 by North Point Press (first published 1942),Nonfiction,Beryl Markham
14132,Twelve Years a Slave,4.21,110820,7576,,English,363 pages,ebook,Published August 8th 2013 by Eakin Films & Publishing (first published February 5th 1853),Nonfiction,Solomon Northup
14133,The Fact of a Body: A Murder and a Memoir,3.80,19840,2781,5.0,English,326 pages,Hardcover,Published May 16th 2017 by Flatiron Books,Nonfiction,Alexandria Marzano-Lesnevich
14134,El Deafo,4.20,77971,7535,13.0,English,233 pages,Hardcover,Published September 2nd 2014 by Harry N. Abrams,Sequential Art,Cece Bell
14135,"Redefining Realness: My Path to Womanhood, Identity, Love & So Much More",4.29,15366,1387,1.0,English,263 pages,Hardcover,Published February 4th 2014 by Atria Books,Nonfiction,Janet Mock
14136,Darkness Visible: A Memoir of Madness,3.99,27234,2554,,,84 pages,Paperback,Published January 8th 1992 by Vintage (first published September 4th 1990),Nonfiction,William Styron
14137,Travels with Charley: In Search of America,4.07,86822,6496,1.0,English,214 pages,Paperback,Published February 5th 2002 by Penguin (first published 1961),Nonfiction,John Steinbeck
14138,M Train,4.00,38110,3769,4.0,English,256 pages,Hardcover,Published October 6th 2015 by Knopf,Nonfiction,Patti Smith
14139,The Complete Maus,4.56,192813,12025,2.0,English,296 pages,Paperback,Published October 2nd 2003 by Penguin Books (first published 1980),Sequential Art,Art Spiegelman
14140,The Storyteller: Tales of Life and Music,4.49,82149,10191,,English,384 pages,Hardcover,Published October 5th 2021 by Dey Street Books,Nonfiction,Dave Grohl
14141,Into the Wild,4.00,1024295,25778,1.0,English,203 pages,Paperback,Published January 20th 1997 by Anchor Books (first published January 13th 1996),Nonfiction,Jon Krakauer
14142,"Are You There, Vodka? It's Me, Chelsea",3.84,161187,7030,,English,264 pages,Hardcover,Published May 1st 2007 by HarperCollins Publishers,Humor,Chelsea Handler
14143,This is the Story of a Happy Marriage,4.00,30455,4129,,English,308 pages,Hardcover,Published November 5th 2013 by Harper,Nonfiction,Ann Patchett
14144,Under the Tuscan Sun,3.77,323527,4001,,English,304 pages,Paperback,Published September 2nd 1997 by Broadway Books (first published 1996),Travel,Frances Mayes
14145,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",4.27,188214,7210,,,400 pages,Paperback,Published February 6th 2018 by W. W. Norton Company (first published 1985),Science,Richard P. Feynman
14146,My Horizontal Life: A Collection of One-Night Stands,3.78,107446,6323,,English,213 pages,Paperback,Published June 6th 2005 by Bloomsbury USA (first published June 6th 2004),Nonfiction,Chelsea Handler
14147,Wild Swans: Three Daughters of China,4.27,106527,6776,2.0,English,562 pages,Paperback,Published August 12th 2003 by Simon & Schuster (first published 1991),Nonfiction,Jung Chang
14148,Maus II: A Survivor's Tale: And Here My Troubles Began,4.40,139053,4144,6.0,English,144 pages,Paperback,Published September 1992 by Pantheon Books (first published 1991),Sequential Art,Art Spiegelman
14149,Wave,3.77,19430,2896,3.0,English,274 pages,Kindle Edition,Published March 5th 2013 by Knopf (first published 2013),Autobiography,Sonali Deraniyagala
14150,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,3.75,66460,5423,1.0,English,388 pages,Hardcover,Published October 1st 2007 by Simon & Schuster (first published 2007),Nonfiction,A.J. Jacobs
14151,What My Bones Know: A Memoir of Healing from Complex Trauma,4.54,13054,1787,1.0,English,352 pages,Hardcover,Published February 22nd 2022 by Ballantine Books,Autobiography,Stephanie Foo
14152,Eat a Peach,3.90,22632,2350,1.0,English,288 pages,Hardcover,Published September 8th 2020 by Clarkson Potter Publishers,Autobiography,David Chang
14153,My Beloved World,4.08,31136,3796,1.0,English,302 pages,Hardcover,Published January 15th 2013 by Knopf,Nonfiction,Sonia Sotomayor
14154,My Life in France,4.15,86786,7930,,English,336 pages,Hardcover,Published April 4th 2006 by Knopf Publishing Group (first published 2006),Nonfiction,Julia Child
14155,"Wow, No Thank You.: Essays",3.83,40109,5036,3.0,English,319 pages,Paperback,Published March 31st 2020 by Vintage,Nonfiction,Samantha Irby
14156,Theft by Finding: Diaries 1977-2002,3.94,32110,3429,2.0,English,514 pages,Hardcover,"Published May 30th 2017 by Little, Brown and Company",Nonfiction,David Sedaris
14157,The Beauty in Breaking,3.83,25555,2761,2.0,English,304 pages,Hardcover,Published July 7th 2020 by Riverhead Books,Autobiography,Michele Harper
14158,Finding Me,4.59,38504,5555,1.0,English,304 pages,Hardcover,Published April 26th 2022 by HarperOne,Nonfiction,Viola Davis
14159,A Year in Provence,3.98,72643,3652,1.0,English,224 pages,Paperback,Published June 4th 1991 by Vintage (first published December 31st 1989),Travel,Peter Mayle
14160,Funny in Farsi: A Memoir of Growing Up Iranian in America,3.82,24277,3351,1.0,English,240 pages,Paperback,Published January 13th 2004 by Random House Trade Paperbacks (first published June 17th 2003),Autobiography,Firoozeh Dumas
14161,First They Killed My Father: A Daughter of Cambodia Remembers,4.32,42576,3618,1.0,English,238 pages,Paperback,Published April 4th 2006 by Harper Perennial (first published January 26th 2000),Nonfiction,Loung Ung
14162,The Girl Who Smiled Beads: A Story of War and What Comes After,4.19,20715,2523,2.0,English,275 pages,Hardcover,Published April 24th 2018 by Doubleday Canada,Nonfiction,Clemantine Wamariya
14163,A Very Punchable Face,4.22,41485,5382,2.0,English,312 pages,Hardcover,Published July 14th 2020 by Crown Publishing Group (NY),Nonfiction,Colin Jost
14164,Small Fry: A Memoir,3.80,24695,2673,1.0,English,383 pages,Hardcover,Published September 4th 2018 by Grove Press (first published September 2018),Autobiography,Lisa Brennan-Jobs
14165,"Hey, Kiddo: How I Lost My Mother, Found My Father, and Dealt with Family Addiction",4.14,30676,3475,11.0,English,320 pages,Paperback,Published October 9th 2018 by Graphix,Sequential Art,Jarrett J. Krosoczka
14166,Shout,4.27,18800,3248,2.0,English,296 pages,Hardcover,Published March 12th 2019 by Viking Books,Poetry,Laurie Halse Anderson
14167,Unbearable Lightness: A Story of Loss and Gain,3.82,40164,2616,1.0,English,320 pages,Paperback,Published November 1st 2010 by Atria Books,Nonfiction,Portia de Rossi
14168,My Family and Other Animals,4.18,50661,4287,,English,273 pages,Paperback,Published June 29th 2004 by Penguin Books (first published 1956),Nonfiction,Gerald Durrell
14169,I Was Told There'd Be Cake: Essays,3.46,39645,4226,1.0,English,230 pages,Paperback,Published April 1st 2008 by Riverhead Books,Nonfiction,Sloane Crosley
14170,A Mother's Reckoning: Living in the Aftermath of Tragedy,4.13,36373,5080,1.0,English,336 pages,ebook,Published February 15th 2016 by Crown,Nonfiction,Sue Klebold
14171,Where Am I Now?,3.85,12480,1607,1.0,English,259 pages,Paperback,Published September 13th 2016 by Penguin Books,Nonfiction,Mara Wilson
14172,Sex Object: A Memoir,3.66,12576,1420,1.0,English,172 pages,Kindle Edition,Published June 7th 2016 by Dey Street Books,Feminism,Jessica Valenti
14173,Wasted: A Memoir of Anorexia and Bulimia,4.01,32179,1355,,English,298 pages,Paperback,Published January 31st 2006 by Harper Perennial (first published December 29th 1997),Nonfiction,Marya Hornbacher
14174,The Chronology of Water,4.23,11555,1689,2.0,English,310 pages,Paperback,Published April 12th 2011 by Hawthorne Books (first published April 1st 2011),Autobiography,Lidia Yuknavitch
14175,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.81,159810,5701,1.0,English,375 pages,Hardcover,Published October 17th 2006 by Crown Publishers (first published 2006),Nonfiction,Barack Obama
14176,The Choice: Embrace the Possible,4.58,77533,7801,,English,289 pages,Hardcover,Published September 5th 2017 by Scribner,Nonfiction,Edith Eger
14177,Long Live the Tribe of Fatherless Girls,4.26,8569,1124,2.0,English,336 pages,Hardcover,Published March 5th 2019 by Bloomsbury Publishing,Autobiography,T Kira Madden
14178,A River in Darkness: One Man's Escape from North Korea,4.27,52679,5169,1.0,English,174 pages,Kindle Edition,Published January 1st 2018 by AmazonCrossing (first published 2000),Nonfiction,Masaji Ishikawa
14179,A Long Way Home,4.11,60772,5021,1.0,English,288 pages,Paperback,Published June 24th 2013 by Viking,Nonfiction,Saroo Brierley
14180,We Have Always Been Here: A Queer Muslim Memoir,4.14,13372,1555,2.0,English,220 pages,Kindle Edition,Published June 4th 2019 by Viking,Nonfiction,Samra Habib
14181,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,3.85,51787,5912,1.0,English,135 pages,Hardcover,Published August 27th 2013 by Random House (first published 2005),Nonfiction,Naoki Higashida
14182,Blankets,4.05,110637,7547,4.0,English,592 pages,Paperback,Published August 18th 2003 by Top Shelf Productions (first published July 23rd 2003),Sequential Art,Craig Thompson
14183,"Love Is a Mix Tape: Life and Loss, One Song at a Time",3.86,38155,3412,,English,224 pages,Hardcover,Published January 2nd 2007 by Crown Publishing Group (NY) (first published January 1st 2007),Music,Rob Sheffield
14184,Walden,3.78,178839,6905,,English,352 pages,Paperback,Published April 18th 2004 by Princeton University Press (first published August 9th 1854),Classics,Henry David Thoreau
14185,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,3.75,37012,3395,1.0,English,402 pages,Hardcover,Published February 5th 2013 by William Morrow/HarperCollins (NYC),Nonfiction,Jenna Miscavige Hill
14186,Traveling Mercies: Some Thoughts on Faith,4.13,46422,2612,,English,275 pages,Paperback,Published February 15th 2000 by Anchor (first published January 19th 1999),Nonfiction,Anne Lamott
14187,The Story of My Life,4.08,143800,3014,,English,240 pages,Paperback,Published May 1st 1990 by Bantam Classics (first published 1902),Nonfiction,Helen Keller
14188,The Collected Schizophrenias: Essays,4.15,15793,1861,3.0,English,208 pages,Paperback,Published February 5th 2019 by Graywolf Press,Nonfiction,Esmé Weijun Wang
14189,Battle Hymn of the Tiger Mother,3.65,51001,7147,1.0,English,237 pages,Hardcover,Published January 11th 2011 by Penguin Press,Nonfiction,Amy Chua
14190,Teacher Man,3.74,37344,2494,1.0,English,272 pages,Paperback,Published September 19th 2006 by Scribner (first published November 15th 2005),Nonfiction,Frank McCourt
14191,"Unbroken: A World War II Story of Survival, Resilience and Redemption",4.37,886498,48800,7.0,English,475 pages,Hardcover,Published November 16th 2010 by Random House,Nonfiction,Laura Hillenbrand
14192,Committed: A Skeptic Makes Peace with Marriage,3.44,53305,5373,,English,285 pages,Hardcover,Published January 5th 2010 by Riverhead Books (first published December 17th 2009),Nonfiction,Elizabeth Gilbert
14193,Neil Patrick Harris: Choose Your Own Autobiography,3.82,34389,3865,1.0,English,291 pages,Hardcover,Published October 14th 2014 by Crown Archetype,Nonfiction,Neil Patrick Harris
14194,Escape,3.96,42552,4861,,English,413 pages,Hardcover,Published December 31st 2007 by Broadway Books (first published October 16th 2007),Nonfiction,Carolyn Jessop
14195,March: Book Two,4.48,26785,2601,4.0,English,192 pages,Paperback,Published January 20th 2015 by Top Shelf Productions,Sequential Art,John Lewis
14196,The Bright Hour: A Memoir of Living and Dying,4.30,16787,2319,1.0,English,288 pages,Hardcover,Published June 6th 2017 by Simon and Schuster,Autobiography,Nina Riggs
14197,You'll Grow Out of It,3.80,23921,2247,1.0,English,291 pages,Hardcover,Published July 12th 2016 by Grand Central Publishing (first published June 7th 2016),Autobiography,Jessi Klein
14198,"Boy Erased: A Memoir of Identity, Faith, and Family",3.62,18444,2160,,English,340 pages,Paperback,Published February 7th 2017 by Riverhead Books (first published May 10th 2016),Nonfiction,Garrard Conley
14199,Out of Africa,3.92,41014,2399,,English,401 pages,Hardcover,Published 1992 by The Modern Library (first published 1937),Nonfiction,Isak Dinesen
14200,The Tender Bar: A Memoir,3.97,40087,3383,1.0,English,416 pages,Paperback,Published August 1st 2006 by Hyperion (first published 2005),Autobiography,J.R. Moehringer
14201,Boy: Tales of Childhood,4.07,65352,3256,,English,176 pages,Paperback,Published April 5th 2001 by Puffin Books (first published 1984),Nonfiction,Roald Dahl
14202,Wintering: The Power of Rest and Retreat in Difficult Times,3.88,32445,4593,1.0,English,241 pages,Hardcover,Published November 10th 2020 by Riverhead Books (first published February 6th 2020),Nonfiction,Katherine May
14203,You Can't Touch My Hair: And Other Things I Still Have to Explain,3.84,22555,2479,1.0,English,285 pages,Paperback,Published October 4th 2016 by Plume Books,Nonfiction,Phoebe Robinson
14204,Operating Instructions: A Journal of My Son's First Year,4.17,24598,1859,,English,251 pages,Paperback,Published March 8th 2005 by Anchor (first published April 27th 1993),Autobiography,Anne Lamott
14205,Blackout: Remembering the Things I Drank to Forget,4.02,20197,1777,1.0,English,230 pages,Hardcover,Published June 23rd 2015 by Grand Central Publishing,Autobiography,Sarah Hepola
14206,Dad Is Fat,3.77,74752,7830,1.0,,288 pages,ebook,Published May 7th 2013 by Crown Archetype,Humor,Jim Gaffigan
14207,Zami: A New Spelling of My Name,4.37,18503,1226,,English,256 pages,Paperback,Published January 1st 1982 by Crossing Press,Nonfiction,Audre Lorde
14208,"From Scratch: A Memoir of Love, Sicily, and Finding Home",3.95,31859,3296,1.0,English,339 pages,Hardcover,Published April 30th 2019 by Simon & Schuster,Autobiography,Tembi Locke
14209,Yearbook,4.18,52131,6310,1.0,English,260 pages,Hardcover,Published May 11th 2021 by Crown Publishing Group (NY),Nonfiction,Seth Rogen
14210,Sh*t My Dad Says,3.98,153703,8772,1.0,English,159 pages,Hardcover,Published May 4th 2010 by It Books,Humor,Justin Halpern
14211,We're Going to Need More Wine,4.20,31806,3924,1.0,English,272 pages,Kindle Edition,Published October 17th 2017 by Dey Street Books,Nonfiction,Gabrielle Union
14212,Seriously... I'm Kidding,3.69,107928,7728,2.0,English,241 pages,Hardcover,Published October 4th 2011 by Grand Central Publishing,Nonfiction,Ellen DeGeneres
14213,Spinning,3.88,18489,2316,3.0,English,400 pages,Hardcover,Published September 12th 2017 by First Second,Sequential Art,Tillie Walden
14214,"The Other Wes Moore: One Name, Two Fates",3.85,46086,5269,1.0,English,233 pages,Hardcover,Published April 27th 2010 by Spiegel & Grau,Nonfiction,Wes Moore
14215,Me,4.33,55016,6325,1.0,English,374 pages,Hardcover,Published October 15th 2019 by Henry Holt & Company,Nonfiction,Elton John
14216,The Education of an Idealist: A Memoir,4.35,16487,1951,,English,592 pages,ebook,Published September 10th 2019 by Dey Street Books,Nonfiction,Samantha Power
14217,The Bell Jar,4.04,797640,39936,,English,294 pages,Paperback,Published 2006 by Harper Perennial Modern Classics (first published January 1963),Classics,Sylvia Plath
14218,In Pieces,3.91,32449,3859,1.0,English,404 pages,Audiobook,Published September 18th 2018 by Hachette Audio,Nonfiction,Sally Field
14219,The Things They Carried,4.14,289746,16958,4.0,English,246 pages,Paperback,Published December 29th 1998 by Broadway Books (first published March 28th 1990),Fiction,Tim O'Brien
14220,Heartland: A Memoir of Working Hard and Being Broke in the Richest Country on Earth,3.76,14037,2221,3.0,English,290 pages,Hardcover,Published September 18th 2018 by Scribner,Nonfiction,Sarah Smarsh
14221,Negroland,3.61,7195,1108,2.0,English,248 pages,Hardcover,Published September 8th 2015 by Pantheon,Nonfiction,Margo Jefferson
14222,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,3.82,83887,11593,1.0,English,236 pages,Kindle Edition,Published July 14th 2020 by Simon & Schuster,Nonfiction,Mary L. Trump
14223,Almost American Girl,4.23,11615,1746,2.0,English,239 pages,Kindle Edition,Published January 28th 2020 by Balzer + Bray,Sequential Art,Robin Ha
14224,Survival in Auschwitz,4.31,66738,3011,1.0,English,187 pages,Paperback,Published September 1st 1995 by Simon Schuster (first published 1947),Nonfiction,Primo Levi
14225,Broken Horses,4.41,23041,3451,1.0,English,336 pages,Hardcover,Published April 6th 2021 by Crown Publishing Group (NY),Autobiography,Brandi Carlile
14226,"A Higher Loyalty: Truth, Lies, and Leadership",4.10,46766,5426,1.0,English,290 pages,Hardcover,Published April 17th 2018 by Flatiron Books,Nonfiction,James Comey
14227,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",3.93,35142,3349,,English,339 pages,Hardcover,Published November 11th 2014 by Grand Central Publishing,Nonfiction,Amanda Palmer
14228,Tiny Beautiful Things: Advice from Dear Sugar,4.28,84650,8627,1.0,English,400 pages,Paperback,Published November 1st 2022 by Vintage (first published July 10th 2012),Nonfiction,Cheryl Strayed
14229,Magical Thinking: True Stories,3.95,56324,1691,,English,304 pages,Paperback,Published October 1st 2005 by Picador USA (first published January 1st 2004),Autobiography,Augusten Burroughs
14230,Drinking: A Love Story,4.08,18973,1242,,English,286 pages,Paperback,Published May 12th 1997 by Dial Press (first published May 2nd 1996),Autobiography,Caroline Knapp
14231,"Marbles: Mania, Depression, Michelangelo, and Me",4.00,14909,1443,,English,256 pages,Paperback,Published November 6th 2012 by Avery,Sequential Art,Ellen Forney
14232,Incidents in the Life of a Slave Girl,4.14,49916,2900,,English,176 pages,Paperback,Published November 9th 2001 by Dover Publications (first published February 24th 1861),Nonfiction,Harriet Ann Jacobs
14233,Down and Out in Paris and London,4.09,79183,5434,,English,213 pages,Paperback,Published March 15th 1972 by Mariner Books (first published 1933),Nonfiction,George Orwell
14234,Naturally Tan,3.81,19971,2678,,English,8 pages,Audio CD,Published June 4th 2019 by MacMillan Audio,Nonfiction,Tan France
14235,March: Book Three,4.66,19458,2954,12.0,English,246 pages,Paperback,Published August 2nd 2016 by Top Shelf Productions,Sequential Art,John Lewis
14236,"Wild Game: My Mother, Her Lover, and Me",3.98,26755,2783,1.0,English,256 pages,Hardcover,Published October 15th 2019 by Mariner Books,Autobiography,Adrienne Brodeur
14237,A Wolf at the Table,3.74,28569,2069,,English,242 pages,Hardcover,Published April 29th 2008 by St. Martin's Press,Autobiography,Augusten Burroughs
14238,If You Ask Me (And of Course You Won't),3.74,40188,4269,2.0,English,258 pages,Hardcover,Published May 3rd 2011 by G.P. Putnam's Sons,Nonfiction,Betty White
14239,The Center Cannot Hold: My Journey Through Madness,4.28,17101,1463,,English,340 pages,Hardcover,Published August 14th 2007 by Hachette Books,Nonfiction,Elyn R. Saks
14240,"Yes, Chef",3.85,17345,2383,1.0,English,319 pages,Hardcover,Published June 26th 2012 by Random House,Autobiography,Marcus Samuelsson
14241,"Friends, Lovers, and the Big Terrible Thing",3.77,51828,6802,1.0,English,272 pages,Hardcover,Published November 1st 2022 by Flatiron Books,Nonfiction,Matthew Perry
14242,Open,4.29,106882,7994,,English,388 pages,Hardcover,Published November 9th 2009 by Knopf,Biography,Andre Agassi
14243,The Anthropocene Reviewed,4.38,83949,14300,2.0,English,293 pages,Hardcover,Published May 18th 2021 by Dutton,Nonfiction,John Green
14244,Jesus Land: A Memoir,3.97,18244,1673,1.0,English,363 pages,Paperback,Published September 5th 2006 by Counterpoint LLC (first published September 6th 2005),Autobiography,Julia Scheeres
14245,Long Walk to Freedom,4.34,81155,4533,1.0,English,656 pages,Paperback,Published October 1st 1995 by Back Bay Books (first published 1994),Biography,Nelson Mandela
14246,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",3.92,99481,7283,1.0,English,256 pages,Hardcover,Published March 11th 2014 by It Books (first published 2014),Nonfiction,Dan Harris
14247,An Astronaut's Guide to Life on Earth,4.16,55440,4685,,English,295 pages,Hardcover,"Published October 29th 2013 by Little, Brown and Company",Nonfiction,Chris Hadfield
14248,Born to Run,4.17,45040,5344,4.0,English,528 pages,Hardcover,Published September 27th 2016 by Simon Schuster,Nonfiction,Bruce Springsteen
14249,Born to Run,4.17,45040,5344,4.0,English,528 pages,Hardcover,Published September 27th 2016 by Simon Schuster,Nonfiction,Bruce Springsteen
14250,The Light of the World,4.08,9189,1331,4.0,English,209 pages,Hardcover,Published April 21st 2015 by Grand Central Publishing (first published April 14th 2015),Autobiography,Elizabeth Alexander
14251,Tomboy: A Graphic Memoir,3.92,12364,1612,3.0,English,256 pages,Paperback,Published September 2nd 2014 by Zest Books (first published August 26th 2014),Sequential Art,Liz Prince
14252,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store",3.49,43484,4982,,English,189 pages,Hardcover,"Published January 16th 2018 by Hay House, Inc.",Nonfiction,Cait Flanders
14253,The Answer Is…: Reflections on My Life,4.21,27966,4585,1.0,English,304 pages,Hardcover,Published July 21st 2020 by Simon & Schuster,Nonfiction,Alex Trebek
14254,Unfollow: A Journey from Hatred to Hope,4.17,14238,1793,,English,304 pages,Kindle Edition,Published October 8th 2019 by riverrun,Nonfiction,Megan Phelps-Roper
14255,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,4.13,212919,18288,4.0,English,352 pages,ebook,Published February 27th 2018 by Harper,Nonfiction,Michelle McNamara
14256,"Speak, Memory",4.07,15610,1050,1.0,English,255 pages,Paperback,Published October 2000 by Penguin (first published 1966),Nonfiction,Vladimir Nabokov
14257,Group: How One Therapist and a Circle of Strangers Saved My Life,3.81,42208,4186,,English,288 pages,Hardcover,Published October 27th 2020 by Avid Reader Press / Simon & Schuster,Nonfiction,Christie Tate
14258,All Over But the Shoutin',4.12,27314,1920,2.0,English,329 pages,Paperback,Published September 1998 by Vintage (first published August 26th 1997),Autobiography,Rick Bragg
14259,Black Boy,4.08,51919,2172,,English,419 pages,Paperback,Published September 1998 by Harper Perennial Modern Classics (first published February 1945),Classics,Richard Wright
14260,Who Thought This Was a Good Idea?: And Other Questions You Should Have Answers to When You Work in the White House,3.92,19997,2183,,English,244 pages,Hardcover,Published March 21st 2017 by Twelve,Nonfiction,Alyssa Mastromonaco
14261,The Misadventures of Awkward Black Girl,3.77,23445,2250,1.0,English,224 pages,Hardcover,Published February 10th 2015 by 37 Ink (first published January 6th 2015),Nonfiction,Issa Rae
14262,This Will Only Hurt a Little,3.91,28939,2851,1.0,English,321 pages,Kindle Edition,Published October 16th 2018 by Touchstone,Nonfiction,Busy Philipps
