,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
1480,"Same Kind of Different as Me: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",4.19,87831,8404,,English,240 pages,Hardcover,Published June 18th 2006 by Thomas Nelson (first published January 1st 2006),Nonfiction,Ron Hall
1481,"Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia",3.77,5473,643,,English,464 pages,Paperback,Published July 12th 2005 by Anchor (first published August 1st 1996),Biography,Janet Wallach
1482,Dry,4.02,93027,3673,1.0,English,293 pages,Paperback,Published April 1st 2004 by Picador USA (first published January 1st 2003),Autobiography,Augusten Burroughs
1483,Dress Your Family in Corduroy and Denim,4.10,269274,7072,2.0,English,257 pages,Paperback,"Published 2004 by Little, Brown & Co.",Humor,David Sedaris
1484,Black Boy,4.08,51915,2172,,English,419 pages,Paperback,Published September 1998 by Harper Perennial Modern Classics (first published February 1945),Classics,Richard Wright
1485,I Am Spock,3.93,5719,490,,English,342 pages,Hardcover,Published 1995 by Hyperion,Biography,Leonard Nimoy
1486,A Life in Parts,4.19,17500,2176,1.0,English,276 pages,Hardcover,Published 2016 by Scribner,Nonfiction,Bryan Cranston
1487,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,3.75,37006,3395,1.0,English,402 pages,Hardcover,Published February 5th 2013 by William Morrow/HarperCollins (NYC),Nonfiction,Jenna Miscavige Hill
1488,The Dead Are Arising: The Life of Malcolm X,4.34,3350,595,8.0,English,612 pages,Hardcover,"Published October 20th 2020 by Liveright Publishing Corporation/W.W. Norton & Company, Inc.",Biography,Les Payne
1489,The Road to Jonestown: Jim Jones and Peoples Temple,4.16,14291,2013,2.0,English,454 pages,Kindle Edition,Published April 11th 2017 by Simon & Schuster,Nonfiction,Jeff Guinn
1490,The Unabridged Journals of Sylvia Plath,4.22,20292,894,,English,732 pages,Paperback,Published October 17th 2000 by Anchor (first published April 1st 2000),Nonfiction,Sylvia Plath
1491,"Lean In: Women, Work, and the Will to Lead",3.95,249393,13893,3.0,English,217 pages,Hardcover,Published March 11th 2013 by Knopf,Nonfiction,Sheryl Sandberg
1492,The Man Without a Face: The Unlikely Rise of Vladimir Putin,3.80,10395,1040,1.0,English,314 pages,Hardcover,Published March 1st 2012 by Riverhead Books (first published 2010),Nonfiction,Masha Gessen
1493,Churchill,3.72,5438,444,,English,181 pages,Hardcover,Published November 3rd 2009 by Viking Books,Biography,Paul Johnson
1494,Charles and Emma: The Darwins' Leap of Faith,3.63,6862,1120,3.0,English,268 pages,Hardcover,Published December 23rd 2008 by Henry Holt & Company,Nonfiction,Deborah Heiligman
1495,Joseph Smith: Rough Stone Rolling,4.08,8339,1248,1.0,English,740 pages,Paperback,Published March 13th 2007 by Vintage (first published 2005),Biography,Richard L. Bushman
1496,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,4.13,34198,2103,,English,413 pages,Hardcover,Published September 18th 2007,Music,Nikki Sixx
1497,My Horizontal Life: A Collection of One-Night Stands,3.78,107441,6322,,English,213 pages,Paperback,Published June 6th 2005 by Bloomsbury USA (first published June 6th 2004),Nonfiction,Chelsea Handler
1498,"Why Fish Don't Exist: A Story of Loss, Love, and the Hidden Order of Life",4.19,24959,3926,2.0,English,225 pages,Hardcover,Published April 14th 2020 by Simon Schuster,Nonfiction,Lulu Miller
1499,A Mind at Play: How Claude Shannon Invented the Information Age,4.18,2063,255,,English,384 pages,Hardcover,Published July 18th 2017 by Simon & Schuster,Biography,Jimmy Soni
1500,Darkness Visible: A Memoir of Madness,3.99,27230,2553,,,84 pages,Paperback,Published January 8th 1992 by Vintage (first published September 4th 1990),Nonfiction,William Styron
1501,Fear: Trump in the White House,3.87,61045,7057,1.0,English,448 pages,Hardcover,Published September 11th 2018 by Simon & Schuster,Nonfiction,Bob Woodward
1502,Sh*t My Dad Says,3.98,153699,8772,1.0,English,159 pages,Hardcover,Published May 4th 2010 by It Books,Humor,Justin Halpern
1503,Mortality,4.11,26478,2340,1.0,English,104 pages,Hardcover,Published September 4th 2012 by Twelve (first published September 1st 2012),Nonfiction,Christopher Hitchens
1504,Ma’am Darling: 99 Glimpses of Princess Margaret,3.34,7177,1042,3.0,English,432 pages,Kindle Edition,Published September 21st 2017 by Fourth Estate,Biography,Craig Brown
1505,The Warmth of Other Suns: the Epic Story of America's Great Migration,4.45,91236,11028,8.0,English,622 pages,Hardcover,Published September 7th 2010 by Random House,Nonfiction,Isabel Wilkerson
1506,"Lawrence in Arabia: War, Deceit, Imperial Folly, and the Making of the Modern Middle East",4.06,15001,1417,4.0,English,577 pages,Hardcover,Published August 6th 2013 by Doubleday,History,Scott Anderson
1507,Michael Jordan: The Life,4.31,6125,551,1.0,English,720 pages,Hardcover,"Published May 6th 2014 by Little, Brown and Company (first published January 1st 2014)",Biography,Roland Lazenby
1508,Shrill: Notes from a Loud Woman,4.18,57912,6374,1.0,English,260 pages,Hardcover,Published May 17th 2016 by Hachette,Nonfiction,Lindy West
1509,"Queen Isabella: Treachery, Adultery, and Murder in Medieval England",3.74,7624,369,,English,490 pages,Paperback,Published December 26th 2006 by Ballantine Books (first published 2005),History,Alison Weir
1510,Grant,4.02,12612,265,,English,784 pages,Paperback,Published April 9th 2002 by Simon Schuster (first published June 29th 2001),Biography,Jean Edward Smith
1511,The World of Yesterday,4.51,17990,1923,,English,461 pages,Paperback,Published October 1st 1964 by University of Nebraska Press (first published 1942),History,Stefan Zweig
1512,Me: Stories of My Life,3.80,15136,667,,English,432 pages,Paperback,Published September 29th 1996 by Ballantine Books (first published 1991),Nonfiction,Katharine Hepburn
1513,Roots: The Saga of an American Family,4.44,156226,3993,5.0,English,888 pages,Mass Market Paperback,Published October 15th 1980 by Dell Publishing Company (first published August 17th 1976),Historical,Alex Haley
1514,The King's Speech: How One Man Saved the British Monarchy,3.69,9733,1053,1.0,English,242 pages,Paperback,Published November 1st 2010 by Quercus,Nonfiction,Mark Logue
1515,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",4.21,85139,5121,2.0,English,368 pages,Hardcover,Published April 8th 2014 by Random House,Business,Ed Catmull
1516,Shadow of the Almighty: The Life and Testament of Jim Elliot,4.20,10219,323,,English,272 pages,Paperback,Published September 29th 2009 by HarperOne (first published 1958),Biography,Elisabeth Elliot
1517,The Story of the Trapp Family Singers,3.89,15492,887,1.0,,320 pages,Paperback,Published December 24th 2001 by William Morrow Paperbacks (first published 1949),Nonfiction,Maria Augusta von Trapp
1518,Josephine: The Dazzling Life of Josephine Baker,3.85,4270,542,3.0,English,104 pages,Hardcover,Published January 14th 2014 by Chronicle Books (first published December 1st 2013),Childrens,Patricia Hruby Powell
1519,His Truth Is Marching On: John Lewis and the Power of Hope,4.52,5218,866,2.0,,354 pages,Hardcover,Published September 1st 2020 by Random House,History,Jon Meacham
1520,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,4.28,63382,975,1.0,English,252 pages,Paperback,Published April 15th 1988 by Touchstone Books,Nonfiction,Miep Gies
1521,M Train,4.00,38099,3766,4.0,English,256 pages,Hardcover,Published October 6th 2015 by Knopf,Nonfiction,Patti Smith
1522,The Astronaut Wives Club,3.32,26633,3895,1.0,English,272 pages,Hardcover,Published June 11th 2013 by Grand Central Publishing,Nonfiction,Lily Koppel
1523,John Quincy Adams,4.00,8945,475,,English,364 pages,Hardcover,Published September 4th 2012 by Da Capo Press,Biography,Harlow Giles Unger
1524,The Secret Thoughts of an Unlikely Convert: An English Professor's Journey Into Christian Faith,4.24,11107,1558,,English,153 pages,Paperback,Published 2012 by Crown & Covenant Publications,Christian,Rosaria Champagne Butterfield
1525,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,3.83,22241,2205,,English,226 pages,Hardcover,Published January 9th 2007 by Free Press (first published January 9th 2006),Nonfiction,Daniel Tammet
1526,The Best We Could Do,4.38,30450,4378,6.0,English,329 pages,Hardcover,Published March 7th 2017 by Harry N. Abrams,Sequential Art,Thi Bui
1527,Hunger Makes Me a Modern Girl,3.83,33417,2776,1.0,English,244 pages,Hardcover,Published October 27th 2015 by Riverhead Books,Nonfiction,Carrie Brownstein
1528,41: A Portrait of My Father,4.05,10682,1137,,English,294 pages,Hardcover,Published November 11th 2014 by Crown,Biography,George W. Bush
1529,Short Nights of the Shadow Catcher: The Epic Life and Immortal Photographs of Edward Curtis,4.06,8711,1103,6.0,English,370 pages,Hardcover,Published October 9th 2012 by Houghton Mifflin Harcourt (first published September 1st 2011),Nonfiction,Timothy Egan
1530,Feynman,3.80,6671,690,,English,266 pages,Hardcover,Published August 30th 2011 by First Second (first published 2011),Sequential Art,Jim Ottaviani
1531,Andrew Jackson: His Life and Times,3.92,16010,294,,English,656 pages,Paperback,Published October 10th 2006 by Anchor (first published September 6th 2005),Biography,H.W. Brands
1532,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive",3.83,76951,7680,1.0,English,270 pages,Hardcover,Published January 22nd 2019 by Hachette Books,Nonfiction,Stephanie Land
1533,The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,4.07,28106,4023,2.0,English,270 pages,Hardcover,Published September 29th 2009 by William Morrow,Nonfiction,William Kamkwamba
1534,All Things Wise and Wonderful,4.42,32533,934,,English,448 pages,Paperback,Published November 1st 2004 by St. Martin's Griffin (first published November 1st 1976),Nonfiction,James Herriot
1535,Rocket Boys,4.18,20584,2082,3.0,English,384 pages,Paperback,Published January 11th 2000 by Delta (first published 1998),Nonfiction,Homer Hickam
1536,Augustus: First Emperor of Rome,4.27,3273,234,,English,624 pages,Hardcover,Published August 26th 2014 by Yale University Press (first published 2014),History,Adrian Goldsworthy
1537,Shockaholic,3.75,14325,1386,,English,176 pages,Hardcover,Published November 1st 2011 by Simon & Schuster,Nonfiction,Carrie Fisher
1538,My Brief History,3.62,10066,970,1.0,English,126 pages,Hardcover,Published September 10th 2013 by Bantam,Nonfiction,Stephen Hawking
1539,"Al Franken, Giant of the Senate",4.22,22319,2967,1.0,,304 pages,ebook,Published May 30th 2017 by Twelve (first published May 2017),Nonfiction,Al Franken
1540,Reasons to Stay Alive,4.09,84164,9745,1.0,English,256 pages,Paperback,Published February 23rd 2016 by Penguin Books (first published March 5th 2015),Nonfiction,Matt Haig
1541,Spare,4.14,32508,5558,,English,410 pages,Hardcover,Published January 10th 2023 by Random House,Nonfiction,Prince Harry
1542,Open Book,4.12,81888,8123,1.0,English,416 pages,Hardcover,Published February 4th 2020 by Dey Street Books,Nonfiction,Jessica Simpson
1543,Wildflower,3.59,29175,3484,,English,288 pages,Hardcover,Published October 27th 2015 by Dutton,Nonfiction,Drew Barrymore
1544,Fire and Fury: Inside the Trump White House,3.44,74498,9049,,English,322 pages,Hardcover,Published January 5th 2018 by Henry Holt & Company,Nonfiction,Michael Wolff
1545,Joni: An Unforgettable Story,4.23,30834,421,,English,208 pages,Paperback,Published August 5th 2001 by Zondervan (first published January 1st 1976),Biography,Joni Eareckson Tada
1546,The Truths We Hold: An American Journey,3.99,20451,2885,,English,336 pages,Kindle Edition,Published January 8th 2019 by Penguin Press,Nonfiction,Kamala Harris
1547,I Am Malala: How One Girl Stood Up for Education and Changed the World,4.35,29284,3336,,English,230 pages,Hardcover,"Published August 19th 2014 by Little, Brown Books for Young Readers",Nonfiction,Malala Yousafzai
1548,Seven Years in Tibet,4.09,22817,1287,,English,330 pages,Paperback,Published August 25th 1997 by Tarcher (first published 1953),Nonfiction,Heinrich Harrer
1549,Elizabeth: The Struggle for the Throne,4.01,15256,312,,English,384 pages,Paperback,Published December 4th 2001 by Harper Perennial (first published January 1st 2000),History,David Starkey
1550,Chinese Cinderella: The True Story of an Unwanted Daughter,4.07,35839,3117,,English,205 pages,Paperback,Published May 6th 2009 by Laurel Leaf (Random House Children's Books ) (first published August 2nd 1999),Nonfiction,Adeline Yen Mah
1551,Don't Let's Go to the Dogs Tonight: An African Childhood,3.96,53872,3593,3.0,English,315 pages,Paperback,Published March 11th 2003 by Random House Trade Paperbacks (first published December 1st 2001),Autobiography,Alexandra Fuller
1552,The End of Your Life Book Club,3.80,53193,7846,1.0,English,336 pages,Hardcover,Published October 2nd 2012 by Knopf,Nonfiction,Will Schwalbe
1553,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,3.69,29118,2455,,English,340 pages,Hardcover,Published October 1st 2013 by Dutton,Nonfiction,Nick Offerman
1554,"I Am Nujood, Age 10 and Divorced",3.81,22060,2747,,English,188 pages,Paperback,Published March 2nd 2010 by Crown Publishing Group / Three Rivers Press (first published October 1st 2009),Nonfiction,Nujood Ali
1555,On the Road,3.62,387162,17707,1.0,English,307 pages,Paperback,Published January 1st 1976 by Penguin Books (first published September 5th 1957),Classics,Jack Kerouac
1556,The Measure of a Man: A Spiritual Autobiography,3.74,12384,1283,2.0,English,243 pages,Paperback,Published January 26th 2007 by HarperOne (first published 2000),Nonfiction,Sidney Poitier
1557,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,4.12,16460,885,1.0,English,270 pages,Paperback,Published November 1st 2004 by Bison Books (first published 1932),History,John G. Neihardt
1558,"We Two: Victoria and Albert: Rulers, Partners, Rivals",3.83,8517,498,,English,460 pages,Hardcover,Published May 19th 2009 by Ballantine Books,History,Gillian Gill
1559,Trombone Shorty,4.29,4368,859,5.0,English,40 pages,Hardcover,Published April 14th 2015 by Harry N. Abrams,Childrens,Troy Andrews
1560,James Joyce,4.35,2583,163,3.0,English,887 pages,Paperback,"Published October 20th 1983 by Oxford University Press, USA (first published 1959)",Biography,Richard Ellmann
1561,Dad Is Fat,3.77,74749,7830,1.0,,288 pages,ebook,Published May 7th 2013 by Crown Archetype,Humor,Jim Gaffigan
1562,Last Words,3.97,13564,672,,English,297 pages,Hardcover,Published November 10th 2009 by Free Press (first published January 1st 2009),Nonfiction,George Carlin
1563,When You Are Engulfed in Flames,4.07,202056,10198,2.0,English,323 pages,Hardcover,Published June 3rd 2008 by Little Brown and Company,Humor,David Sedaris
1564,Catherine de Medici: Renaissance Queen of France,3.96,6992,252,,English,464 pages,Paperback,Published March 14th 2006 by Harper Perennial (first published January 1st 2002),History,Leonie Frieda
1565,Iacocca: An Autobiography,3.97,10010,380,,English,366 pages,Mass Market Paperback,Published June 1st 1986 by Bantam (first published 1984),Biography,Lee Iacocca
1566,Testament of Youth,4.11,10400,1046,,English,688 pages,Paperback,Published May 31st 2005 by Penguin Classics (first published August 28th 1933),Nonfiction,Vera Brittain
1567,The Happiest Man on Earth,4.65,42084,4182,,English,208 pages,Hardcover,Published July 28th 2020 by Macmillan Australia,Nonfiction,Eddie Jaku
1568,Red Comet: The Short Life and Blazing Art of Sylvia Plath,4.60,2658,607,4.0,English,1154 pages,ebook,Published October 15th 2020 by Vintage Digital (first published 2020),Nonfiction,Heather Clark
1569,The Lord God Made Them All,4.42,25933,766,,,373 pages,Paperback,Published May 12th 2015 by St. Martin's Griffin (first published 1981),Nonfiction,James Herriot
1570,"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",4.28,31344,3376,1.0,English,270 pages,Hardcover,Published October 1st 2013 by Simon & Schuster,Nonfiction,Greg Sestero
1571,The Liars' Club,3.93,65571,3462,2.0,English,320 pages,Paperback,Published May 31st 2005 by Penguin Books (first published 1995),Autobiography,Mary Karr
1572,Helter Skelter: The True Story of the Manson Murders,4.05,139327,4809,1.0,English,689 pages,Paperback,Published December 17th 2001 by W. W. Norton Company (first published 1974),Crime,Vincent Bugliosi
1573,Lucky,3.77,98106,4551,,English,243 pages,Paperback,Published September 16th 2002 by Hachette Book Group (first published August 4th 1999),Nonfiction,Alice Sebold
1574,Home Work: A Memoir of My Hollywood Years,3.87,15936,2085,1.0,English,340 pages,Hardcover,Published October 15th 2019 by Hachette Books,Nonfiction,Julie Andrews Edwards
1575,What Is the What,4.14,82775,7368,3.0,English,475 pages,Hardcover,Published October 18th 2006 by McSweeney's,Fiction,Dave Eggers
1576,"The Family Romanov: Murder, Rebellion, and the Fall of Imperial Russia",4.16,10913,2021,8.0,English,304 pages,Hardcover,Published July 8th 2014 by Schwartz & Wade,Nonfiction,Candace Fleming
1577,Little House in the Big Woods,4.20,256006,7061,1.0,English,198 pages,Paperback,Published January 1st 2007 by HarperTrophy (first published 1932),Classics,Laura Ingalls Wilder
1578,Mary Boleyn: The Mistress of Kings,3.76,9939,575,,English,364 pages,Hardcover,Published October 4th 2011 by Ballantine Books (first published January 1st 2011),History,Alison Weir
1579,"Radioactive: Marie and Pierre Curie, A Tale of Love and Fallout",4.03,5501,767,1.0,English,208 pages,Hardcover,Published December 21st 2010 by It Books (first published November 1st 2010),Nonfiction,Lauren Redniss
1580,Profiles in Courage,3.93,12454,869,3.0,English,245 pages,Hardcover,Published March 18th 2003 by Harper (first published 1955),History,John F. Kennedy
1581,Inside Out,3.90,37113,3884,1.0,English,262 pages,Hardcover,Published September 24th 2019 by Harper,Nonfiction,Demi Moore
1582,Calypso,4.11,118845,10924,2.0,English,273 pages,Kindle Edition,"Published May 29th 2018 by Little, Brown and Company",Nonfiction,David Sedaris
1583,The Secret History of Wonder Woman,3.73,15679,2304,3.0,English,410 pages,Hardcover,Published October 28th 2014 by Knopf Publishing Group,Nonfiction,Jill Lepore
1584,My Friend Dahmer,3.93,29127,3828,3.0,English,224 pages,Paperback,Published March 1st 2012 by Abrams Books,Sequential Art,Derf Backderf
1585,American Rose: A Nation Laid Bare: The Life and Times of Gypsy Rose Lee,3.41,5520,660,,English,353 pages,Hardcover,Published December 28th 2010 by Random House (first published January 1st 2010),Biography,Karen Abbott
1586,The Last Founding Father: James Monroe and a Nation's Call to Greatness,3.93,10004,412,,English,388 pages,Hardcover,Published September 1st 2009 by Da Capo Press,Biography,Harlow Giles Unger
1587,"Believe Me: A Memoir of Love, Death, and Jazz Chickens",3.84,8965,1625,1.0,English,15 pages,Audio CD,Published June 13th 2017 by Penguin Audio (first published June 6th 2017),Nonfiction,Eddie Izzard
1588,Hero: The Life and Legend of Lawrence of Arabia,3.85,4272,344,,English,699 pages,Hardcover,Published November 16th 2010 by Harper,Biography,Michael Korda
1589,Love and Louis XIV: The Women in the Life of the Sun King,3.86,7595,297,,English,388 pages,Hardcover,Published March 20th 2007 by Nan A. Talese (first published October 24th 2006),History,Antonia Fraser
1590,First: Sandra Day O'Connor,4.25,3511,564,2.0,English,496 pages,Hardcover,Published March 19th 2019 by Random House,Biography,Evan Thomas
1591,"At the Existentialist Café: Freedom, Being, and Apricot Cocktails",4.24,14160,1881,3.0,English,440 pages,Hardcover,Published March 3rd 2016 by Chatto & Windus,Philosophy,Sarah Bakewell
1592,I Must Say: My Life as a Humble Comedy Legend,4.09,13110,1950,,,336 pages,Hardcover,Published November 4th 2014 by Harper (first published January 1st 2014),Nonfiction,Martin Short
1593,My Autobiography,4.01,7154,629,,English,512 pages,Paperback,Published April 24th 2003 by Penguin Classics (first published October 1st 1964),Biography,Charlie Chaplin
1594,Samuel Pepys: The Unequalled Self,3.85,4034,238,4.0,English,528 pages,Paperback,Published November 11th 2003 by Vintage (first published November 14th 2002),Biography,Claire Tomalin
1595,A. Lincoln,4.29,18477,480,,English,816 pages,Hardcover,Published January 13th 2009 by Random House,History,Ronald C. White Jr.
1596,Howard Hughes: His Life and Madness,3.89,1549,124,,,688 pages,Paperback,Published September 17th 2004 by W. W. Norton Company (first published 1979),Biography,Donald L. Barlett
1597,The Patriarch: The Remarkable Life and Turbulent Times of Joseph P. Kennedy,4.06,3900,388,4.0,English,868 pages,Hardcover,Published November 13th 2012 by The Penguin Press,Biography,David Nasaw
1598,The Education of an Idealist: A Memoir,4.35,16479,1951,,English,592 pages,ebook,Published September 10th 2019 by Dey Street Books,Nonfiction,Samantha Power
1599,Girl in a Band,3.65,26309,2024,1.0,English,273 pages,Hardcover,Published February 24th 2015 by Dey Street Books (first published February 2015),Music,Kim Gordon
1600,Amelia Lost: The Life and Disappearance of Amelia Earhart,3.81,7776,692,4.0,English,118 pages,Hardcover,Published February 8th 2011 by Schwartz & Wade,Biography,Candace Fleming
1601,Finding Me,4.59,38302,5520,1.0,English,304 pages,Hardcover,Published April 26th 2022 by HarperOne,Nonfiction,Viola Davis
1602,Jack: Straight from the Gut,3.81,15152,425,,English,496 pages,Hardcover,Published August 28th 2005 by Warner Books (first published January 1st 2001),Business,Jack Welch
1603,With Malice Toward None: A Biography of Abraham Lincoln,4.26,7936,277,1.0,English,544 pages,Paperback,Published February 8th 2011 by Harper Perennial (first published 1977),Biography,Stephen B. Oates
1604,#Girlboss,3.65,73455,4464,1.0,English,256 pages,Hardcover,Published May 6th 2014 by Portfolio,Nonfiction,Sophia Amoruso
1605,"Liar, Temptress, Soldier, Spy: Four Women Undercover in the Civil War",3.75,15144,2169,1.0,English,513 pages,Hardcover,Published September 2nd 2014 by Harper (first published July 1st 2014),Nonfiction,Karen Abbott
1606,7 Men: And the Secret of Their Greatness,4.24,5541,639,,English,240 pages,Hardcover,Published April 29th 2013 by Thomas Nelson,Biography,Eric Metaxas
1607,Battle Hymn of the Tiger Mother,3.65,50996,7147,1.0,English,237 pages,Hardcover,Published January 11th 2011 by Penguin Press,Nonfiction,Amy Chua
1608,The Narnian: The Life and Imagination of C.S. Lewis,4.15,2953,365,2.0,English,368 pages,Hardcover,Published October 11th 2005 by HarperOne (first published October 1st 2005),Biography,Alan Jacobs
1609,Hard Choices,3.60,14237,1275,1.0,English,788 pages,Hardcover,Published June 10th 2014 by Simon Schuster (first published June 10th 2013),Nonfiction,Hillary Rodham Clinton
1610,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",3.93,15722,2305,3.0,English,288 pages,Hardcover,Published September 10th 2013 by Henry Holt and Co. (first published March 12th 2013),Nonfiction,Billy Crystal
1611,My Life And Work (The Autobiography Of Henry Ford),4.20,4255,410,,English,140 pages,Paperback,Published January 1st 2007 by Digireads.com (first published 1922),Biography,Henry Ford
1612,The Letters of Vincent van Gogh,4.08,90909,552,1.0,English,528 pages,Paperback,Published July 31st 1997 by Penguin Classics (first published 1914),Art,Vincent van Gogh
1613,Lincoln's Melancholy: How Depression Challenged a President and Fueled His Greatness,3.90,6043,468,,English,368 pages,Paperback,Published October 2nd 2006 by Mariner Books (first published September 22nd 2005),History,Joshua Wolf Shenk
1614,Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.42,42615,5546,,English,214 pages,Paperback,Published June 1st 2007 by Hay House (first published February 15th 2006),Nonfiction,Immaculée Ilibagiza
1615,Planting Stories: The Life of Librarian and Storyteller Pura Belpré,4.45,2375,493,4.0,English,32 pages,Hardcover,Published January 15th 2019 by HarperCollins,Childrens,Anika Aldamuy Denise
1616,The Lady from the Black Lagoon: Hollywood Monsters and the Lost Legacy of Milicent Patrick,4.00,5263,1162,3.0,English,336 pages,Hardcover,Published March 5th 2019 by Hanover Square Press,Nonfiction,Mallory O'Meara
1617,The Cross and the Switchblade,4.24,54308,832,,English,176 pages,Paperback,Published November 15th 1986 by Jove (first published 1963),Christian,David Wilkerson
1618,A House in the Sky,4.25,58740,5166,1.0,English,373 pages,Hardcover,Published September 10th 2013 by Scribner (first published June 25th 2013),Nonfiction,Amanda Lindhout
1619,Bolívar: American Liberator,4.18,2617,381,2.0,English,624 pages,Hardcover,Published April 9th 2013 by Simon & Schuster,History,Marie Arana
1620,Nelson Mandela,4.29,3313,504,2.0,English,40 pages,Hardcover,Published January 2nd 2013 by Katherine Tegen Books (first published August 28th 2012),Biography,Kadir Nelson
1621,Nothing to Envy: Ordinary Lives in North Korea,4.44,79574,8651,4.0,English,338 pages,Kindle Edition,Published December 29th 2009 by Spiegel & Grau,Nonfiction,Barbara Demick
1622,Barbarian Days: A Surfing Life,4.26,26710,2627,2.0,English,447 pages,Hardcover,Published July 21st 2015 by Penguin Press,Nonfiction,William Finnegan
1623,The New Tsar: The Rise and Reign of Vladimir Putin,4.07,4839,504,,,592 pages,Hardcover,Published September 29th 2015 by Knopf (first published January 14th 2014),Biography,Steven Lee Myers
1624,"The Heir Apparent: A Life of Edward VII, the Playboy Prince",3.74,4223,393,,English,752 pages,Hardcover,Published December 3rd 2013 by Random House (first published October 14th 2010),Biography,Jane Ridley
1625,The Fish That Ate the Whale: The Life and Times of America's Banana King,4.09,5358,544,1.0,English,288 pages,Hardcover,"Published June 5th 2012 by Farrar, Straus and Giroux",Biography,Rich Cohen
1626,Lafayette in the Somewhat United States,3.84,15389,2454,1.0,English,274 pages,Hardcover,Published October 20th 2015 by Riverhead Books,History,Sarah Vowell
1627,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,4.01,51586,4065,1.0,English,316 pages,Hardcover,Published September 4th 2012 by Dutton Books,Nonfiction,Mark Owen
1628,Katherine Swynford: The Story of John of Gaunt and His Scandalous Duchess,3.85,5332,400,,English,288 pages,Hardcover,Published October 23rd 2007 by Jonathan Cape,History,Alison Weir
1629,Room Full of Mirrors: A Biography of Jimi Hendrix,4.16,9038,350,,English,400 pages,Paperback,Published August 8th 2006 by Hachette Books (first published 2005),Music,Charles R. Cross
1630,Killing Patton: The Strange Death of World War II's Most Audacious General,4.12,23862,2380,1.0,English,304 pages,Kindle Edition,Published September 23rd 2014 by Henry Holt and Co.,History,Bill O'Reilly
1631,I'm Your Man: The Life of Leonard Cohen,4.18,4453,574,,English,576 pages,Hardcover,Published September 18th 2012 by Ecco (first published October 18th 2011),Biography,Sylvie Simmons
1632,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,4.56,17512,1752,2.0,English,256 pages,Hardcover,Published May 22nd 2012 by The Doubleday Religious Publishing Group,Nonfiction,Eric Blehm
1633,Elizabeth of York: A Tudor Queen and Her World,3.79,4306,603,,English,572 pages,Hardcover,Published December 3rd 2013 by Ballantine Books,History,Alison Weir
1634,The Immortal Irishman: The Irish Revolutionary Who Became an American Hero,4.28,6954,997,2.0,English,384 pages,Hardcover,Published March 1st 2016 by Mariner Books,History,Timothy Egan
1635,Fear and Loathing in Las Vegas,4.07,330529,8064,,English,204 pages,Paperback,Published June 1998 by Vintage Books (first published July 7th 1971),Fiction,Hunter S. Thompson
1636,Mockingbird: A Portrait of Harper Lee,3.94,5292,616,,English,368 pages,Paperback,Published April 3rd 2007 by Holt Paperbacks (first published January 1st 2006),Biography,Charles J. Shields
1637,Alex Ferguson: My Autobiography,3.93,15066,970,,English,416 pages,Hardcover,Published October 24th 2013 by Hodder & Stoughton (first published 2013),Biography,Alex Ferguson
1638,Always Look on the Bright Side of Life: A Sortabiography,3.89,7464,1314,1.0,English,290 pages,Hardcover,Published October 2nd 2018 by Crown Archetype,Nonfiction,Eric Idle
1639,Charlotte Brontë: A Fiery Heart,4.26,1654,313,2.0,English,462 pages,Hardcover,Published March 1st 2016 by Knopf (first published October 29th 2015),Biography,Claire Harman
1640,Tortured for Christ,4.34,15633,687,,English,155 pages,Paperback,Published October 1st 2004 by Hodder & Stoughton (first published June 1st 1967),Christian,Richard Wurmbrand
1641,The Oldest Student: How Mary Walker Learned to Read,4.61,3105,606,1.0,English,34 pages,Hardcover,Published January 7th 2020 by Schwartz & Wade,Childrens,Rita Lorraine Hubbard
1642,"Mud, Sweat and Tears",4.16,10930,942,,English,352 pages,Hardcover,Published May 26th 2011 by Transworld Publishers Ltd (first published 2011),Biography,Bear Grylls
1643,Polk: The Man Who Transformed the Presidency and America,3.82,8905,346,1.0,English,448 pages,Hardcover,Published April 8th 2008 by Random House,Biography,Walter R. Borneman
1644,Yearbook,4.18,52100,6307,1.0,English,260 pages,Hardcover,Published May 11th 2021 by Crown Publishing Group (NY),Nonfiction,Seth Rogen
