,title,rating,num_ratings,num_reviews,num_awards,language,num_page,cover_type,published_year,genre,author
4336,ESV Study Bible,4.73,14789,365,,English,2750 pages,Hardcover,Published October 15th 2008 by Crossway (first published January 1st 2002),Christian,Anonymous
4337,A Hunger for God,4.10,3975,240,,English,240 pages,Paperback,Published July 3rd 1997 by Crossway Books,Christian,John Piper
4338,The Bait Of Satan: Living Free from the Deadly Trap of Offense,4.39,9973,596,,English,255 pages,Paperback,Published May 24th 2004 by Charisma House (first published 1994),Christian,John Bevere
4339,Renovation of the Heart: Putting on the Character of Christ,4.13,6797,386,,English,272 pages,Hardcover,Published May 15th 2002 by NavPress Publishing Group (first published October 1st 1987),Christian,Dallas Willard
4340,The Master Plan of Evangelism,4.09,7442,384,,English,142 pages,Paperback,Published December 1st 1994 by Fleming H. Revell Company (first published November 30th 1962),Christian,Robert E. Coleman
4341,Hangman's Curse,3.88,9898,391,,English,293 pages,Paperback,Published November 1st 2003 by Transit (first published January 29th 2001),Christian Fiction,Frank E. Peretti
4342,Candle in the Darkness,4.28,15175,1311,1.0,English,431 pages,Paperback,Published November 1st 2002 by Bethany House Publishers,Historical,Lynn Austin
4343,Sex God: Exploring the Endless Connections Between Sexuality and Spirituality,3.76,12501,676,,English,201 pages,Hardcover,Published February 22nd 2007 by Zondervan Publishing Company (first published January 1st 2007),Nonfiction,Rob Bell
4344,The Robe,4.21,25030,1333,,English,528 pages,Paperback,Published April 7th 1999 by Mariner Books (first published October 1942),Historical,Lloyd C. Douglas
4345,Out to Canaan,4.30,18826,625,,English,464 pages,Paperback,Published July 26th 2005 by Penguin Books (first published 1997),Fiction,Jan Karon
4346,Showdown,3.92,14527,548,,English,367 pages,Hardcover,Published January 3rd 2006 by Thomas Nelson (first published January 15th 2005),Christian Fiction,Ted Dekker
4347,Let the Nations Be Glad!: The Supremacy of God in Missions,4.21,6390,260,,English,256 pages,Paperback,Published February 1st 2003 by Baker Academic (first published July 31st 1993),Religion,John Piper
4348,To Win Her Heart,4.18,10204,722,3.0,English,352 pages,Paperback,Published May 1st 2011 by Bethany House Publishers,Christian Fiction,Karen Witemeyer
4349,The Apothecary's Daughter,3.80,24761,2236,,English,415 pages,Hardcover,Published January 1st 2009 by Bethany House Publishers,Historical,Julie Klassen
4350,Stepping Heavenward,4.22,7649,520,,English,352 pages,Paperback,Published July 1st 1998 by Barbour Books (first published 1880),Christian,Elizabeth Payson Prentiss
4351,Parenting: 14 Gospel Principles That Can Radically Change Your Family,4.41,6831,865,1.0,,216 pages,Hardcover,Published September 30th 2016 by Crossway Books,Parenting,Paul David Tripp
4352,Head in the Clouds,4.13,9679,687,,English,368 pages,Paperback,Published October 1st 2010 by Bethany House Publishers,Christian Fiction,Karen Witemeyer
4353,Love's Unending Legacy,4.21,9597,176,,English,239 pages,Paperback,Published February 1st 2004 by Bethany House Publishers (first published 1984),Christian Fiction,Janette Oke
4354,Fame,4.33,15452,373,,English,354 pages,Paperback,Published June 1st 2005 by Tyndale House Publishers (first published January 1st 2005),Christian Fiction,Karen Kingsbury
4355,Gods at War: Defeating the Idols that Battle for Your Heart,4.25,5092,387,,English,240 pages,Paperback,Published February 17th 2013 by Zondervan,Christian,Kyle Idleman
4356,Her Daughter's Dream,4.36,18530,1020,,English,580 pages,Hardcover,Published September 14th 2010 by Tyndale House (first published 2010),Christian Fiction,Francine Rivers
4357,The Spirit of the Disciplines: Understanding How God Changes Lives,4.12,9617,337,,English,288 pages,Paperback,Published May 5th 1999 by HarperOne (first published 1988),Christian,Dallas Willard
4358,When God Writes Your Love Story,4.05,9679,369,,English,256 pages,Paperback,Published January 8th 2004 by Multnomah Books (first published 1994),Christian,Eric Ludy
4359,Love's Unfolding Dream,4.21,9143,167,,English,240 pages,Paperback,Published February 1st 2004 by Bethany House Publishers (first published January 1st 1987),Christian Fiction,Janette Oke
4360,Six Hours One Friday: Living in the Power of the Cross,4.25,4822,204,,English,224 pages,Paperback,Published September 1st 2005 by Thomas Nelson (first published January 1st 1989),Christian,Max Lucado
4361,Disciplines of a Godly Man,4.10,4205,272,,English,304 pages,Paperback,Published January 10th 2006 by Crossway Books (first published June 30th 1991),Christian,R. Kent Hughes
4362,Unchristian: What a New Generation Really Thinks about Christianity...and Why It Matters,3.85,8944,523,,English,255 pages,Hardcover,Published October 1st 2007 by Baker Books,Christian,David Kinnaman
4363,The Pleasures of God: Meditations on God's Delight in Being God,4.25,6403,214,,English,309 pages,Paperback,Published 2012 by Multnomah Books (first published 1991),Religion,John Piper
4364,Live No Lies: Recognize and Resist the Three Enemies That Sabotage Your Peace,4.54,6094,830,,,336 pages,Hardcover,Published September 28th 2021 by Waterbrook Press,Christian,John Mark Comer
4365,Undaunted: Daring to do what God calls you to do,4.16,4958,353,,English,208 pages,Paperback,Published August 26th 2012 by Zondervan (first published January 1st 2012),Christian,Christine Caine
4366,A Tale of Three Kings,4.28,8423,752,,English,136 pages,Paperback,Published May 21st 1992 by Tyndale House Publishers (first published 1980),Christian,Gene Edwards
4367,This Momentary Marriage: A Parable of Permanence,4.19,4572,379,,English,191 pages,Hardcover,Published April 3rd 2009 by Crossway Books (first published January 1st 2009),Marriage,John Piper
4368,The Bible Jesus Read,3.98,3404,197,,English,221 pages,Paperback,Published July 1st 2002 by Zondervan (first published July 13th 1999),Christian,Philip Yancey
4369,Church History in Plain Language,4.06,4308,424,,English,520 pages,Paperback,Published May 7th 1996 by Thomas Nelson (first published February 1st 1982),History,Bruce L. Shelley
4370,The Princess Spy,4.00,7613,683,,English,293 pages,Paperback,Published November 4th 2014 by Zondervan,Romance,Melanie Dickerson
4371,"Unbroken: A World War II Story of Survival, Resilience and Redemption",4.37,886455,48798,7.0,English,475 pages,Hardcover,Published November 16th 2010 by Random House,Nonfiction,Laura Hillenbrand
4372,Hearing God: Developing a Conversational Relationship with God,4.15,4656,361,,English,228 pages,Paperback,Published October 1st 1999 by IVP Books (first published 1984),Christian,Dallas Willard
4373,"The Mingling of Souls: God's Design for Love, Marriage, Sex, and Redemption",4.32,4785,435,,English,224 pages,Paperback,Published January 1st 2015 by David C. Cook,Marriage,Matt Chandler
4374,The Silent Governess,4.00,13966,1314,3.0,English,440 pages,Paperback,Published February 1st 2010 by Bethany House (first published January 1st 2010),Historical,Julie Klassen
4375,"The Screwtape Letters: Also Includes ""Screwtape Proposes a Toast""",4.28,6011,731,,Indonesian,209 pages,Paperback,Published June 1st 2006 by Pionir Jaya (first published 1942),Fiction,C.S. Lewis
4376,The Wedding Dress,3.87,38713,2817,1.0,English,352 pages,Paperback,Published April 2nd 2012 by Thomas Nelson (first published 2012),Romance,Rachel Hauck
4377,It's Not about Me: Rescue from the Life We Thought Would Make Us Happy,4.22,6606,289,1.0,English,176 pages,Hardcover,Published March 1st 2004 by Thomas Nelson,Christian,Max Lucado
4378,Believing God,4.39,7422,257,,English,272 pages,Hardcover,Published September 1st 2004 by B Books (first published 1995),Christian,Beth Moore
4379,The Treasure Principle: Unlocking the Secret of Joyful Giving,4.07,5840,414,,English,120 pages,Hardcover,Published October 9th 2001 by Multnomah,Christian,Randy Alcorn
4380,God Has a Name,4.54,4664,474,,,288 pages,Paperback,Published March 28th 2017 by Zondervan,Christian,John Mark Comer
4381,Unlocked,4.27,11488,858,,English,336 pages,Paperback,Published September 28th 2010 by Zondervan (first published 2009),Christian Fiction,Karen Kingsbury
4382,Love Takes Wing,4.17,8747,148,,English,240 pages,Paperback,Published February 1st 2004 by Bethany House Publishers (first published January 1st 1988),Christian Fiction,Janette Oke
4383,The Rare Jewel of Christian Contentment,4.28,4175,369,,English,228 pages,Paperback,Published August 1st 1981 by Banner of Truth (first published 1648),Christian,Jeremiah Burroughs
4384,He Still Moves Stones: Everyone Needs a Miracle,4.29,5544,150,,English,240 pages,Paperback,Published June 11th 1999 by W Publishing Group (first published 1992),Christian,Max Lucado
4385,Submerged,4.06,13791,1165,2.0,English,320 pages,ebook,Published April 15th 2012 by Bethany House,Christian Fiction,Dani Pettrey
4386,"Simply Jesus: A New Vision of Who He Was, What He Did, and Why He Matters",4.10,4666,440,,English,240 pages,Hardcover,Published October 25th 2011 by HarperOne,Religion,N.T. Wright
4387,Abba's Child: The Cry of the Heart for Intimate Belonging,4.29,9302,458,,English,191 pages,Paperback,Published September 19th 2002 by NavPress Publishing Group (first published 1994),Christian,Brennan Manning
4388,Chosen,3.91,9681,577,,English,260 pages,Hardcover,Published December 15th 2007 by Thomas Nelson,Fantasy,Ted Dekker
4389,Forgiven,4.37,12203,231,,English,358 pages,Paperback,Published September 23rd 2005 by Tyndale House Publishers (first published January 1st 2005),Christian Fiction,Karen Kingsbury
4390,A New Song,4.29,22031,664,1.0,English,576 pages,Paperback,Published August 30th 2005 by Penguin Books (first published 1999),Fiction,Jan Karon
4391,12 Ways Your Phone Is Changing You,4.30,5443,970,,English,224 pages,Paperback,Published April 30th 2017 by Crossway Books (first published April 2017),Nonfiction,Tony Reinke
4392,The Hobbit,4.28,3580032,61550,3.0,English,366 pages,Paperback,Published August 15th 2002 by Houghton Mifflin (first published September 21st 1937),Fantasy,J.R.R. Tolkien
4393,There You'll Find Me,4.01,12662,1462,,English,310 pages,Paperback,Published October 3rd 2011 by Thomas Nelson,Young Adult,Jenny B. Jones
4394,"Beautiful Outlaw: Experiencing the Playful, Disruptive, Extravagant Personality of Jesus",4.24,5372,476,,English,240 pages,Hardcover,Published October 12th 2011 by FaithWords (first published January 1st 2011),Christian,John Eldredge
4395,Total Truth: Liberating Christianity from its Cultural Captivity,4.19,4794,361,1.0,English,511 pages,Hardcover,Published September 21st 2005 by Crossway Books (first published June 29th 2004),Christian,Nancy R. Pearcey
4396,Love Finds a Home,4.22,8787,179,,English,237 pages,Paperback,Published February 1st 2004 by Bethany House Publishers (first published January 1st 1989),Christian Fiction,Janette Oke
4397,Silence,4.08,30777,3949,1.0,English,219 pages,Paperback,Published January 1st 1999 by Taplinger Publishing Company (first published 1966),Fiction,Shūsaku Endō
4398,Daring to Hope: Finding God's Goodness in the Broken and the Beautiful,4.42,5578,696,1.0,English,209 pages,Hardcover,Published October 3rd 2017 by Multnomah Books,Christian,Katie Davis Majors
4399,Scary Close: Dropping the Act and Finding True Intimacy,4.07,14227,1155,1.0,,5 pages,Audio CD,Published February 3rd 2015 by Thomas Nelson on Brilliance Audio,Nonfiction,Donald Miller
4400,Last Light,4.17,11485,859,1.0,English,381 pages,Paperback,Published October 1st 2005 by Zondervan (first published January 1st 2005),Christian Fiction,Terri Blackstock
4401,A Chance to Die: The Life and Legacy of Amy Carmichael,4.05,8534,329,,English,384 pages,Paperback,Published May 1st 2005 by Fleming H. Revell Company (first published June 1st 1987),Biography,Elisabeth Elliot
4402,The Fellowship of the Ring,4.38,2653037,32564,1.0,English,432 pages,Kindle Edition,Published June 2022 by William Morrow (first published July 29th 1954),Fantasy,J.R.R. Tolkien
4403,Hidden Christmas: The Surprising Truth Behind the Birth of Christ,4.41,4718,502,,English,160 pages,Hardcover,Published November 15th 2016 by Viking (first published October 2016),Christian,Timothy J. Keller
4404,"Grace: More Than We Deserve, Greater Than We Imagine",4.19,6066,346,,English,240 pages,Hardcover,Published September 11th 2012 by Thomas Nelson (first published January 1st 2012),Christian,Max Lucado
4405,The Bondage Breaker,4.19,8117,238,,English,302 pages,Paperback,Published December 2nd 2005 by Harvest House Publishers (first published 1990),Christian,Neil T. Anderson
4406,Pearl in the Sand,4.29,8864,1003,,English,320 pages,Paperback,Published September 1st 2010 by Moody Publishers (first published August 1st 2010),Christian Fiction,Tessa Afshar
4407,When Comes the Spring,4.04,9169,423,,English,252 pages,Paperback,Published February 1st 2005 by Bethany House Publishers (first published 1985),Historical,Janette Oke
4408,Vienna Prelude,4.26,9830,632,,English,461 pages,Paperback,Published April 1st 2005 by Tyndale House Publishers (first published May 1st 1989),Historical,Bodie Thoene
4409,Everything Happens for a Reason: And Other Lies I've Loved,3.80,42492,3775,1.0,English,178 pages,Hardcover,Published February 6th 2018 by Random House,Nonfiction,Kate Bowler
4410,Soul Keeping: Caring For the Most Important Part of You,4.24,4940,540,,,208 pages,Hardcover,Published April 22nd 2014 by Zondervan (first published April 14th 2014),Christian,John Ortberg
4411,Walking on Water: Reflections on Faith and Art,4.23,8770,835,,English,256 pages,Hardcover,Published April 17th 2001 by Waterbrook Press (first published 1980),Nonfiction,Madeleine L'Engle
4412,Cure for the Common Life: Living in Your Sweet Spot,3.93,4072,285,,English,220 pages,Hardcover,Published January 1st 2006 by W Publishing Group,Christian,Max Lucado
4413,The Girl in the Gatehouse,3.87,12373,1199,1.0,English,391 pages,Paperback,Published January 1st 2011 by Bethany House Publishers (first published January 1st 2010),Historical,Julie Klassen
4414,,,,,,,,,,,
4415,Hudson Taylor's Spiritual Secret,4.27,7760,326,,English,256 pages,Paperback,Published September 30th 1955 by Moody Publishers (first published 1932),Biography,F. Howard Taylor
4416,"Single, Dating, Engaged, Married: Navigating Life and Love in the Modern Age",4.49,4352,329,,English,272 pages,ebook,Published September 12th 2017 by Thomas Nelson (first published 2017),Christian,Ben Stuart
4417,The Golden Braid,4.07,7653,883,,English,308 pages,Hardcover,Published November 17th 2015 by Thomas Nelson (first published November 1st 2015),Romance,Melanie Dickerson
4418,Saint,4.03,13409,439,,English,347 pages,Hardcover,Published September 30th 2006 by Westbow Pr (first published January 1st 2006),Christian Fiction,Ted Dekker
4419,A Bride Most Begrudging,3.94,14158,958,1.0,English,350 pages,Paperback,Published July 1st 2005 by Bethany House Publishers (first published January 1st 2005),Historical,Deeanne Gist
4420,The Broken Way: A Daring Path into the Abundant Life,4.19,5723,660,,English,288 pages,Hardcover,Published October 25th 2016 by Thomas Nelson (first published September 2016),Christian,Ann Voskamp
4421,Ordering Your Private World,4.18,4599,326,,English,240 pages,Hardcover,Published January 7th 2003 by Thomas Nelson (first published December 31st 1983),Christian,Gordon MacDonald
4422,Found,4.39,11168,213,1.0,English,342 pages,Paperback,Published August 1st 2006 by Tyndale House Publishers (first published January 1st 2006),Christian Fiction,Karen Kingsbury
4423,A Common Life: The Wedding Story,4.19,15438,565,,English,186 pages,Paperback,Published March 26th 2002 by G.P. Putnam's Sons (first published 2001),Fiction,Jan Karon
4424,"Adorning the Dark: Thoughts on Community, Calling, and the Mystery of Making",4.52,4531,911,,,224 pages,Paperback,Published October 15th 2019 by B Books (first published October 2019),Nonfiction,Andrew Peterson
4425,Spiritual Depression: Its Causes and Cure,4.39,4119,274,,English,300 pages,Paperback,Published July 21st 1965 by Eerdmans (first published January 1st 1965),Christian,D. Martyn Lloyd-Jones
4426,Grace Abounding to the Chief of Sinners,4.20,2900,281,,English,88 pages,Paperback,Published February 1st 2007 by Echo Library (first published 1666),Biography,John Bunyan
4427,Once Upon a Prince,3.84,11788,1336,1.0,English,343 pages,Paperback,Published May 7th 2013 by Zondervan,Romance,Rachel Hauck
4428,"The Sacred Search: What If It's Not about Who You Marry, But Why?",4.29,5288,563,,English,256 pages,Paperback,Published January 1st 2013 by David C Cook,Christian,Gary L. Thomas
4429,Think: The Life of the Mind and the Love of God,3.99,4270,275,,English,222 pages,Hardcover,Published September 15th 2010 by Crossway Books,Religion,John Piper
4430,Once upon a Summer,4.04,8441,437,,English,203 pages,Paperback,Published July 1st 1981 by Bethany House Publishers (first published 1981),Christian Fiction,Janette Oke
4431,Before Amen: The Power of a Simple Prayer,4.17,4625,396,1.0,,192 pages,Hardcover,Published October 7th 2014 by Thomas Nelson,Christian,Max Lucado
4432,Stealing the Preacher,4.17,7807,763,,English,352 pages,Paperback,Published June 1st 2013 by Bethany House Publishers,Christian Fiction,Karen Witemeyer
4433,Sophie's Heart,4.22,11255,374,,English,426 pages,Paperback,Published June 1st 2004 by Harvest House Publishers (first published July 1st 1995),Christian Fiction,Lori Wick
4434,Praying the Bible,4.48,4666,832,,,106 pages,Hardcover,Published July 31st 2015 by Crossway,Prayer,Donald S. Whitney
4435,The Attributes of God,4.50,4586,299,,English,128 pages,Paperback,Published December 1st 2006 by Baker Books (first published 1975),Religion,Arthur W. Pink
4436,Every Man's Battle: Winning the War on Sexual Temptation One Victory at a Time,3.88,6632,274,1.0,English,229 pages,Paperback,Published July 18th 2000 by Waterbrook Press (first published 2000),Christian,Stephen Arterburn
4437,You'll Get Through This: Hope and Help for Your Turbulent Times,4.35,5378,559,,,240 pages,Hardcover,Published September 10th 2013 by Thomas Nelson (first published September 3rd 2013),Christian,Max Lucado
4438,Take One,4.15,9307,363,,English,352 pages,Paperback,Published March 5th 2009 by Zondervan (first published January 28th 2009),Christian Fiction,Karen Kingsbury
4439,The Search for Significance: Seeing Your True Worth Through God's Eyes,4.14,6359,232,,English,352 pages,Paperback,Published July 15th 2003 by Thomas Nelson (first published November 30th 1984),Christian,Robert S. McGee
4440,God's Big Picture: Tracing the Story-Line of the Bible,4.03,3102,274,,English,160 pages,Paperback,Published October 1st 2003 by Inter-Varsity Press (first published 2002),Christian,Vaughan Roberts
4441,Live Not by Lies: A Manual for Christian Dissidents,4.36,5264,995,,English,240 pages,Hardcover,Published September 29th 2020 by Sentinel,Nonfiction,Rod Dreher
4442,Seeing and Savoring Jesus Christ,4.21,3285,225,,English,128 pages,Paperback,Published August 1st 2004 by Crossway Books (first published April 1st 2001),Christian,John Piper
4443,Evolving in Monkey Town: How a Girl Who Knew All the Answers Learned to Ask the Questions,4.22,9635,1025,1.0,English,232 pages,Paperback,Published June 26th 2010 by Zondervan (first published June 4th 2010),Religion,Rachel Held Evans
4444,The Bondage of the Will,4.13,8021,275,,English,322 pages,Paperback,Published December 21st 2006 by Fleming H. Revell Company (first published 1525),Religion,Martin Luther
4445,"Taking God at His Word: Why the Bible Is Knowable, Necessary, and Enough, and What That Means for You and Me",4.30,3155,439,,English,138 pages,Hardcover,Published April 28th 2014 by Crossway Books (first published April 7th 2014),Religion,Kevin DeYoung
4446,The Prayer Box,4.08,25091,2500,1.0,English,400 pages,Paperback,Published February 5th 2019 by Tyndale House Publishers (first published August 16th 2013),Fiction,Lisa Wingate
4447,The Tutor's Daughter,4.07,11318,1224,,English,412 pages,Paperback,Published January 1st 2013 by Bethany House Publishers,Historical,Julie Klassen
4448,Discerning the Voice of God: How to Recognize When God Speaks,4.37,4692,323,,English,192 pages,Paperback,Published March 1st 2007 by Moody Publishers (first published November 1st 2006),Christian,Priscilla Shirer
4449,The Yada Yada Prayer Group,3.95,8650,736,1.0,English,385 pages,Paperback,Published September 1st 2003 by Thomas Nelson (first published January 1st 2003),Christian Fiction,Neta Jackson
4450,Find Your People: Building Deep Community in a Lonely World,4.07,7569,931,,,304 pages,Paperback,Published April 5th 2022 by Random House Large Print Publishing (first published February 22nd 2022),Nonfiction,Jennie Allen
4451,The Message Remix (Bible in Contemporary Language),4.41,8969,461,1.0,English,2272 pages,Hardcover,Published July 1st 2008 by NavPress (first published March 1st 1997),Christian,Eugene H. Peterson
4452,Tattoos on the Heart: The Power of Boundless Compassion,4.48,22872,3338,1.0,English,240 pages,Hardcover,Published March 9th 2010 by Free Press (first published March 9th 2009),Nonfiction,Gregory Boyle
4453,The Benedict Option: A Strategy for Christians in a Post-Christian Nation,3.79,5476,988,,English,262 pages,Hardcover,Published March 14th 2017 by Sentinel (first published 2017),Nonfiction,Rod Dreher
4454,,,,,,,,,,,
4455,Gilead,3.85,102354,13034,11.0,English,247 pages,Paperback,Published January 10th 2006 by Picador USA (first published October 28th 2004),Fiction,Marilynne Robinson
4456,To Live Is Christ to Die Is Gain,4.12,3570,266,,English,224 pages,Hardcover,Published September 1st 2013 by David C Cook (first published January 1st 2013),Christian,Matt Chandler
4457,The Chance,4.18,12809,1065,,English,320 pages,Hardcover,Published March 5th 2013 by Howard Books,Christian Fiction,Karen Kingsbury
4458,The Hawk and the Jewel,4.14,9350,230,,English,347 pages,Paperback,Published January 1st 2004 by Harvest House Publishers (first published 1993),Christian Fiction,Lori Wick
4459,Divine,4.26,11573,554,,English,355 pages,Paperback,Published May 17th 2007 by Tyndale House Publishers (first published March 20th 2006),Christian Fiction,Karen Kingsbury
4460,Forever,4.38,9952,188,,English,346 pages,Paperback,Published February 22nd 2007 by Tyndale House Publishers (first published January 1st 2007),Christian Fiction,Karen Kingsbury
4461,DragonSpell,3.88,12880,630,1.0,English,339 pages,Paperback,Published June 22nd 2004 by WaterBrook Press (first published June 1st 2004),Fantasy,Donita K. Paul
4462,The Wounded Healer: Ministry in Contemporary Society,4.23,11464,561,,English,100 pages,Paperback,"Published November 1st 1994 by Darton, Longman & Todd (first published 1971)",Spirituality,Henri J.M. Nouwen
4463,Prayer: Finding the Heart's True Home,4.12,6672,303,1.0,English,275 pages,Hardcover,Published August 20th 2002 by HarperOne (first published January 1st 1992),Prayer,Richard J. Foster
4464,The Applause of Heaven,4.18,3583,157,,English,240 pages,Paperback,Published June 2nd 1999 by Thomas Nelson (first published October 1st 1990),Christian,Max Lucado
4465,"Is God anti-gay?: And other questions about homosexuality, the Bible and same-sex attraction",4.31,3390,489,,English,93 pages,Paperback,Published July 1st 2013 by Good Book Co,Christian,Sam Allberry
4466,Love Lives Here: Finding What You Need in a World Telling You What You Want,4.21,5870,631,,English,235 pages,Paperback,Published March 7th 2017 by B Books,Christian,Maria Goff
4467,"So Long, Insecurity: You've Been a Bad Friend to Us",4.19,8027,480,,,368 pages,Hardcover,Published February 2nd 2010 by Tyndale House Publishers,Christian,Beth Moore
4468,Courageous,4.52,15653,448,1.0,,375 pages,Paperback,Published August 1st 2011 by Tyndale House Publishers,Christian Fiction,Randy Alcorn
4469,C.S. Lewis Signature Classics,4.44,4050,170,,English,,Paperback,Published 2001 by Harper Collins,Christian,C.S. Lewis
4470,Here I Stand: A Life of Martin Luther,3.83,6130,409,,English,336 pages,Paperback,Published April 1st 1995 by Plume Books (first published 1950),Biography,Roland H. Bainton
4471,The Calling of Emily Evans,3.90,6845,278,,English,222 pages,Paperback,Published October 1st 2006 by Bethany House Publishers (first published 1990),Christian Fiction,Janette Oke
4472,The Seven Storey Mountain,4.06,18300,1289,,English,467 pages,Paperback,"Published October 4th 1999 by Harcourt, Inc. (first published 1948)",Religion,Thomas Merton
4473,Victory Over the Darkness,4.19,7479,265,,English,256 pages,Paperback,Published July 10th 2000 by Regal Books (first published March 31st 1990),Christian,Neil T. Anderson
4474,The Maid of Fairbourne Hall,4.07,13461,1412,1.0,English,410 pages,Paperback,Published January 1st 2012 by Bethany House Publishers,Historical,Julie Klassen
4475,Another Gospel?: A Lifelong Christian Seeks Truth in Response to Progressive Christianity,4.59,3848,630,,,288 pages,Paperback,Published October 6th 2020 by Tyndale Momentum (first published October 2020),Christian,Alisa Childers
4476,The Huntress of Thornbeck Forest,3.84,7888,843,,English,306 pages,Paperback,Published May 12th 2015 by Thomas Nelson (first published May 1st 2015),Romance,Melanie Dickerson
4477,Loveology: God. Love. Marriage. Sex. And the never-ending story of male and female.,4.30,4466,305,,,5 pages,Audio CD,Published February 4th 2014 by Zondervan on Brilliance Audio (first published January 1st 2014),Christian,John Mark Comer
4478,Cold Tangerines: Celebrating the Extraordinary Nature of Everyday Life,4.09,10603,784,,English,238 pages,Hardcover,Published October 9th 2007 by Zondervan Publishing Company (first published January 1st 2007),Nonfiction,Shauna Niequist
4479,The Tale of Three Trees,4.54,15537,483,,English,25 pages,Hardcover,Published September 13th 1989 by David C Cook (first published September 1st 1989),Childrens,Angela Elwell Hunt
4480,A Gown of Spanish Lace,4.01,6852,214,,,251 pages,Paperback,Published 1999 by Literary Express (first published January 1st 1995),Christian Fiction,Janette Oke
4481,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,3.71,57777,5547,,English,196 pages,Paperback,Published October 23rd 2012 by Simon & Schuster,Nonfiction,Eben Alexander
4482,Get Out of That Pit!: Straight Talk about God's Deliverance,4.33,6721,311,,English,249 pages,Hardcover,Published January 1st 2007 by Integrity Publishers,Christian,Beth Moore
4483,In Between,4.02,12340,965,1.0,English,291 pages,Kindle Edition,Published March 25th 2014 by Sweet Pea Productions (first published April 15th 2007),Young Adult,Jenny B. Jones
4484,Walking with God: Talk to Him. Hear from Him. Really.,4.11,4210,236,,,226 pages,Hardcover,Published April 15th 2008 by Thomas Nelson Publishers,Christian,John Eldredge
4485,Fancy Pants,4.01,7066,457,,English,378 pages,Paperback,Published September 30th 2007 by Bethany House Publishers (first published September 1st 2007),Christian Fiction,Cathy Marie Hake
4486,The Witness,4.07,9912,397,,English,378 pages,Hardcover,Published January 1st 2006 by Tyndale House Publishers,Christian Fiction,Dee Henderson
4487,Boundaries in Dating,4.14,5129,407,,English,288 pages,Paperback,Published February 21st 2000 by Zondervan (first published February 9th 1999),Relationships,Henry Cloud
4488,Revolution in World Missions,3.94,4506,343,,English,230 pages,Paperback,Published October 1st 2009 by GFA Books (first published December 1st 1969),Christian,K.P. Yohannan
4489,Beyond Tuesday Morning,4.34,10686,378,,English,320 pages,Paperback,Published December 16th 2004 by Zondervan (first published 2004),Christian Fiction,Karen Kingsbury
4490,Family,4.37,10561,187,,English,345 pages,Paperback,Published October 1st 2006 by Tyndale House Publishers (first published 2006),Christian Fiction,Karen Kingsbury
4491,In This Mountain,4.31,16576,562,,English,488 pages,Paperback,Published September 27th 2005 by Penguin Books (first published 2002),Fiction,Jan Karon
4492,Shepherds Abiding,4.25,15293,748,,English,304 pages,Paperback,Published September 28th 2004 by G.P. Putnam's Sons (first published 2003),Fiction,Jan Karon
4493,Suffering Is Never for Nothing,4.68,3452,499,,,108 pages,Hardcover,Published February 1st 2019 by B & H Books,Christian,Elisabeth Elliot
4494,Experiencing God: How to Live the Full Adventure of Knowing and Doing the Will of God,4.28,9194,156,,English,320 pages,Hardcover,Published November 1st 2004 by B&H Publishing Group (first published 1990),Christian,Henry T. Blackaby
4495,The Journey of Desire: Searching for the Life We Always Dreamed of,3.99,5980,217,,English,212 pages,Paperback,Published April 1st 2001 by Thomas Nelson (first published March 1st 2000),Christian,John Eldredge
4496,Stuff Christians Like,4.01,7959,442,1.0,English,208 pages,Paperback,Published March 23rd 2010 by Zondervan (first published March 5th 2010),Christian,Jonathan Acuff
4497,Stuff Christians Like,4.01,7959,442,1.0,English,208 pages,Paperback,Published March 23rd 2010 by Zondervan (first published March 5th 2010),Christian,Jonathan Acuff
4498,The Peacemaker: A Biblical Guide to Resolving Personal Conflict,4.27,4958,374,,English,320 pages,Paperback,Published January 1st 2004 by Baker Books (first published October 1st 1990),Christian,Ken Sande
4499,Adam,3.91,13557,911,,English,379 pages,Hardcover,Published April 1st 2008 by Thomas Nelson (first published January 1st 2008),Fiction,Ted Dekker
4500,Secrets of the Vine: Breaking Through to Abundance,4.15,13996,200,,English,126 pages,Hardcover,Published March 29th 2001 by Multnomah Books (first published January 1st 2001),Christian,Bruce H. Wilkinson
4501,Of Mess and Moxie: Wrangling Delight Out of This Wild and Glorious Life,4.01,18211,1845,1.0,,224 pages,ebook,Published August 8th 2017 by Thomas Nelson,Nonfiction,Jen Hatmaker
4502,Interrupted: An Adventure in Relearning the Essentials of Faith,4.15,6959,482,,English,173 pages,Paperback,Published July 15th 2009 by NavPress Publishing Group (first published July 1st 2009),Christian,Jen Hatmaker
4503,A Gospel Primer for Christians: Learning to See the Glories of God's Love,4.57,4142,381,,English,97 pages,Paperback,Published February 1st 2008 by Focus Publishing (MN) (first published February 2006),Christian,Milton Vincent
4504,Calm My Anxious Heart,4.22,5342,326,,English,239 pages,Paperback,Published October 21st 2002 by NavPress Publishing Group (first published May 1st 1989),Christian,Linda Dillow
4505,Nightmare Academy,3.86,6159,223,,English,311 pages,Paperback,Published December 1st 2003 by Tommy Nelson (first published July 7th 2002),Christian Fiction,Frank E. Peretti
